"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestMap","0","TestMap","","Tue Feb 10 19:57:09 UTC 2026","passed","Tue Feb 10 19:57:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/internal/TestMap","TestMap"
"","0","returns false if arrays have different elements","areArraysSimilar","Tue Feb 10 20:01:22 UTC 2026","passed","Tue Feb 10 20:01:22 UTC 2026","","","",""
"","13","does not include OpenGraph edges when the associated feature flag is disabled","useEdgeCategories","Tue Feb 10 19:58:44 UTC 2026","passed","Tue Feb 10 19:58:44 UTC 2026","","","",""
"Test cases for TestChangeCache","0","TestChangeCache","","Tue Feb 10 19:56:54 UTC 2026","passed","Tue Feb 10 19:56:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestChangeCache","TestChangeCache"
"Test cases for TestResources_ListADEntityControllers","4","TestResources_ListADEntityControllers","","Tue Feb 10 19:56:51 UTC 2026","passed","Tue Feb 10 19:56:51 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityControllers","TestResources_ListADEntityControllers"
"Test cases for TestResources_ListAssetGroupCollections","0","TestResources_ListAssetGroupCollections","","Tue Feb 10 19:56:52 UTC 2026","passed","Tue Feb 10 19:56:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAssetGroupCollections","TestResources_ListAssetGroupCollections"
"Test cases for TestOpenGraphSchemaService_ListExtensions","0","TestOpenGraphSchemaService_ListExtensions","","Tue Feb 10 19:57:03 UTC 2026","passed","Tue Feb 10 19:57:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/opengraphschema/TestOpenGraphSchemaService_ListExtensions","TestOpenGraphSchemaService_ListExtensions"
"","2089","should allow user to create new SAML provder and then display it in the table","SSOConfiguration","Tue Feb 10 19:58:28 UTC 2026","passed","Tue Feb 10 19:58:30 UTC 2026","","","",""
"Test cases for TestUnmarshalString","0","TestUnmarshalString","","Tue Feb 10 19:56:57 UTC 2026","passed","Tue Feb 10 19:56:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalString","TestUnmarshalString"
"","167","calls clickHandler when a line item is clicked","PrebuiltSearchList","Tue Feb 10 20:00:11 UTC 2026","passed","Tue Feb 10 20:00:12 UTC 2026","","","",""
"","74","indicates that filters are active","AssetGroupEdit","Tue Feb 10 19:58:33 UTC 2026","passed","Tue Feb 10 19:58:33 UTC 2026","","","",""
"Test cases for TestDatabase_checkError_OtherError","0","TestDatabase_checkError_OtherError","","Tue Feb 10 19:56:57 UTC 2026","passed","Tue Feb 10 19:56:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestDatabase_checkError_OtherError","TestDatabase_checkError_OtherError"
"","287","sets a primarySearch=id and searchType=node when secondarySearch is falsey","ContextMenu","Tue Feb 10 20:02:18 UTC 2026","passed","Tue Feb 10 20:02:19 UTC 2026","","","",""
"","318","should disable Cancel and Save buttons while isLoading is true","CreateUserDialog","Tue Feb 10 19:58:05 UTC 2026","passed","Tue Feb 10 19:58:05 UTC 2026","","","",""
"Test cases for TestGetADDataQualityStats_Success","0","TestGetADDataQualityStats_Success","","Tue Feb 10 19:56:52 UTC 2026","passed","Tue Feb 10 19:56:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetADDataQualityStats_Success","TestGetADDataQualityStats_Success"
"","18","upon performing a search, updates the url params with the base64-encoded current query and sets searchType to 'cypher'","useCypherSearch","Tue Feb 10 20:01:18 UTC 2026","passed","Tue Feb 10 20:01:18 UTC 2026","","","",""
"Test cases for TestResources_ListADComputerAdmins","0","TestResources_ListADComputerAdmins","","Tue Feb 10 19:56:51 UTC 2026","passed","Tue Feb 10 19:56:51 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerAdmins","TestResources_ListADComputerAdmins"
"Test cases for TestSIDSuffix_String","0","TestSIDSuffix_String","","Tue Feb 10 19:57:08 UTC 2026","passed","Tue Feb 10 19:57:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestSIDSuffix_String","TestSIDSuffix_String"
"","592","filters by the selected status","FileIngestFilterDialog","Tue Feb 10 19:58:13 UTC 2026","passed","Tue Feb 10 19:58:14 UTC 2026","","Status Select","",""
"Test cases for TestManagementResource_ListAuthTokens_InvalidColumn","0","TestManagementResource_ListAuthTokens_InvalidColumn","","Tue Feb 10 19:57:18 UTC 2026","passed","Tue Feb 10 19:57:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_InvalidColumn","TestManagementResource_ListAuthTokens_InvalidColumn"
"","1","Will parse an incorrectly cased type and return/use the correct casing for the data fetching","Parsing the debounced input for type and keyword values","Tue Feb 10 19:59:49 UTC 2026","passed","Tue Feb 10 19:59:49 UTC 2026","","","",""
"Test cases for TestResources_ListADComputerDCOMUsers","3","TestResources_ListADComputerDCOMUsers","","Tue Feb 10 19:56:51 UTC 2026","passed","Tue Feb 10 19:56:51 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerDCOMUsers","TestResources_ListADComputerDCOMUsers"
"Test cases for TestConvertOUToNode_InheritanceHashes","0","TestConvertOUToNode_InheritanceHashes","","Tue Feb 10 19:57:09 UTC 2026","passed","Tue Feb 10 19:57:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertOUToNode_InheritanceHashes","TestConvertOUToNode_InheritanceHashes"
"","217","displays the label for each result","SearchCurrentNodes","Tue Feb 10 19:59:54 UTC 2026","passed","Tue Feb 10 19:59:55 UTC 2026","","","",""
"","3809","should clear state when logout action is dispatched","redux store","Tue Feb 10 20:02:41 UTC 2026","passed","Tue Feb 10 20:02:44 UTC 2026","","","",""
"","751","renders the node in the entity panel when member is clicked","GroupManagement","Tue Feb 10 20:02:31 UTC 2026","passed","Tue Feb 10 20:02:32 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_SkipAndOffset","0","TestResources_ListAuditLogs_SkipAndOffset","","Tue Feb 10 19:56:52 UTC 2026","passed","Tue Feb 10 19:56:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_SkipAndOffset","TestResources_ListAuditLogs_SkipAndOffset"
"Test cases for TestWriteResultRawJson","0","TestWriteResultRawJson","","Tue Feb 10 19:57:06 UTC 2026","passed","Tue Feb 10 19:57:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestWriteResultRawJson","TestWriteResultRawJson"
"","174","handles removing from a non-tier-zero asset group","AssetGroupMenuItem","Tue Feb 10 20:02:10 UTC 2026","passed","Tue Feb 10 20:02:10 UTC 2026","","removing from an asset group","",""
"Test cases for TestManagementResource_ListAuthTokens_Filtered","0","TestManagementResource_ListAuthTokens_Filtered","","Tue Feb 10 19:57:18 UTC 2026","passed","Tue Feb 10 19:57:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_Filtered","TestManagementResource_ListAuthTokens_Filtered"
"","198","The edge properties are fetched through a cypher search which includes lastseen","EdgeObjectInformation","Tue Feb 10 19:59:58 UTC 2026","passed","Tue Feb 10 19:59:58 UTC 2026","","","",""
"","551","should not call onSubmit when expired password matches current password when reset password button clicked","PasswordResetForm","Tue Feb 10 19:59:25 UTC 2026","passed","Tue Feb 10 19:59:25 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_GetRolesError","1020","TestManagementResource_UpdateUser_GetRolesError","","Tue Feb 10 19:57:09 UTC 2026","passed","Tue Feb 10 19:57:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_GetRolesError","TestManagementResource_UpdateUser_GetRolesError"
"","761","calls the passed in select handler when clicking the Confirm button","Glyph Select Dialog","Tue Feb 10 20:01:21 UTC 2026","passed","Tue Feb 10 20:01:22 UTC 2026","","","",""
"","2","returns paramValue if it is one of the expected values","useExploreParams","Tue Feb 10 20:01:47 UTC 2026","passed","Tue Feb 10 20:01:47 UTC 2026","","parseSearchType","",""
"Test cases for TestManagementResource_ListPermissions_SortingError","0","TestManagementResource_ListPermissions_SortingError","","Tue Feb 10 19:56:58 UTC 2026","passed","Tue Feb 10 19:56:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListPermissions_SortingError","TestManagementResource_ListPermissions_SortingError"
"","55","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is false","CreateUserForm","Tue Feb 10 19:58:08 UTC 2026","passed","Tue Feb 10 19:58:08 UTC 2026","","","",""
"Test cases for TestIntPointer","0","TestIntPointer","","Tue Feb 10 19:56:57 UTC 2026","passed","Tue Feb 10 19:56:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntPointer","TestIntPointer"
"Test cases for TestNewAuditLog_BadAuthContext","0","TestNewAuditLog_BadAuthContext","","Tue Feb 10 19:56:57 UTC 2026","passed","Tue Feb 10 19:56:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestNewAuditLog_BadAuthContext","TestNewAuditLog_BadAuthContext"
"","0","Input does not contain a type","Parsing the debounced input for type and keyword values","Tue Feb 10 19:59:49 UTC 2026","passed","Tue Feb 10 19:59:49 UTC 2026","","","",""
"","15","renders custom icon overlap correctly","NodeIcon","Tue Feb 10 20:01:07 UTC 2026","passed","Tue Feb 10 20:01:07 UTC 2026","","","",""
"Test cases for TestParseAGMembersFromNodes_MissingNodeProperties","0","TestParseAGMembersFromNodes_MissingNodeProperties","","Tue Feb 10 19:56:51 UTC 2026","passed","Tue Feb 10 19:56:51 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseAGMembersFromNodes_MissingNodeProperties","TestParseAGMembersFromNodes_MissingNodeProperties"
"Test cases for TestParseOptionalBool","0","TestParseOptionalBool","","Tue Feb 10 19:56:43 UTC 2026","passed","Tue Feb 10 19:56:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestParseOptionalBool","TestParseOptionalBool"
"Test cases for TestManagementResource_GetSelf","1","TestManagementResource_GetSelf","","Tue Feb 10 19:57:13 UTC 2026","passed","Tue Feb 10 19:57:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_GetSelf","TestManagementResource_GetSelf"
