"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","202","invokes handleFilterChange with eq:true when clicked and custom_member filter is off","AssetGroupEdit","Mon Apr 13 17:02:57 UTC 2026","passed","Mon Apr 13 17:02:58 UTC 2026","","Custom Member checkbox filter","",""
"Test cases for TestUnmarshalInt64","0","TestUnmarshalInt64","","Mon Apr 13 17:00:50 UTC 2026","passed","Mon Apr 13 17:00:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalInt64","TestUnmarshalInt64"
"Test cases for Test_ValidateGraph","11","Test_ValidateGraph","","Mon Apr 13 17:00:56 UTC 2026","passed","Mon Apr 13 17:00:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/Test_ValidateGraph","Test_ValidateGraph"
"","1","combines platform and risk filters","filterAndSearchEnvironments","Mon Apr 13 17:01:52 UTC 2026","passed","Mon Apr 13 17:01:52 UTC 2026","","combined filters","",""
"","6","uses sequentialLayout by default","Explore utils","Mon Apr 13 17:07:01 UTC 2026","passed","Mon Apr 13 17:07:01 UTC 2026","","initGraph","",""
"","25","returns a prefer wait in the header when db config timeout limit setting is disabled and state of is disable query limit is true","useExploreGraph","Mon Apr 13 17:02:16 UTC 2026","passed","Mon Apr 13 17:02:16 UTC 2026","userSettings","exploreGraphQueryFactory","",""
"Test cases for TestNodeNamePrefix_String","0","TestNodeNamePrefix_String","","Mon Apr 13 17:01:09 UTC 2026","passed","Mon Apr 13 17:01:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestNodeNamePrefix_String","TestNodeNamePrefix_String"
"","269","sets secondarySearch=id and searchType=node when primarySearch is falsey","ContextMenu","Mon Apr 13 17:02:36 UTC 2026","passed","Mon Apr 13 17:02:36 UTC 2026","","","",""
"","0","returns disabled if relationshipQueryItemId does not have a matching sourceId, edgeType, targetId","useExploreGraph","Mon Apr 13 17:02:16 UTC 2026","passed","Mon Apr 13 17:02:16 UTC 2026","composition search queries","exploreGraphQueryFactory","",""
"","123","calls onCancel when cancel button clicked","EarlyAccessFeaturesWarningDialog","Mon Apr 13 17:07:31 UTC 2026","passed","Mon Apr 13 17:07:31 UTC 2026","","","",""
