"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestManagementResource_UpdateUser_UserSelfModify","654","TestManagementResource_UpdateUser_UserSelfModify","","Wed Mar 25 20:53:39 UTC 2026","passed","Wed Mar 25 20:53:39 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_UserSelfModify","TestManagementResource_UpdateUser_UserSelfModify"
"Test cases for TestFlatMap","0","TestFlatMap","","Wed Mar 25 20:53:36 UTC 2026","passed","Wed Mar 25 20:53:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestFlatMap","TestFlatMap"
"","196","clicking an enabled header toggles content (single mode)","<DetailsAccordion />","Wed Mar 25 20:55:16 UTC 2026","passed","Wed Mar 25 20:55:17 UTC 2026","","","",""
"","315","sets secondarySearch=id and searchType=node when primarySearch is falsey","ContextMenu","Wed Mar 25 20:59:41 UTC 2026","passed","Wed Mar 25 20:59:42 UTC 2026","","","",""
"","11","uses the discardQueryParams prop to discard all query params on the redirect","AppNavigate","Wed Mar 25 20:57:44 UTC 2026","passed","Wed Mar 25 20:57:44 UTC 2026","","","",""
"","271","sets a primarySearch=id and searchType=pathfinding when secondarySearch is truethy","ContextMenu","Wed Mar 25 20:55:10 UTC 2026","passed","Wed Mar 25 20:55:11 UTC 2026","","","",""
"Test cases for TestSortJSONArrayElements","1","TestSortJSONArrayElements","","Wed Mar 25 20:53:30 UTC 2026","passed","Wed Mar 25 20:53:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/test/TestSortJSONArrayElements","TestSortJSONArrayElements"
"","253","should handle close event","TagToZoneLabelDialog","Wed Mar 25 20:56:56 UTC 2026","passed","Wed Mar 25 20:56:56 UTC 2026","","","",""
"Test cases for TestResources_GetContainerEntityInfo","266","TestResources_GetContainerEntityInfo","","Wed Mar 25 20:53:19 UTC 2026","passed","Wed Mar 25 20:53:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetContainerEntityInfo","TestResources_GetContainerEntityInfo"
"","1291","should call the setCypherQuery handler when the value in the editor changes","CypherSearch","Wed Mar 25 20:56:47 UTC 2026","passed","Wed Mar 25 20:56:48 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_UpdateFailed","1","TestResources_UpdateSavedQuery_UpdateFailed","","Wed Mar 25 20:53:19 UTC 2026","passed","Wed Mar 25 20:53:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_UpdateFailed","TestResources_UpdateSavedQuery_UpdateFailed"
"","325","renders an edit form for the selected asset group when a user has graph write permissions","GroupManagement","Wed Mar 25 20:59:51 UTC 2026","passed","Wed Mar 25 20:59:51 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupSelectorMemberCountsByKind","4","TestResources_GetAssetGroupSelectorMemberCountsByKind","","Wed Mar 25 20:53:19 UTC 2026","passed","Wed Mar 25 20:53:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupSelectorMemberCountsByKind","TestResources_GetAssetGroupSelectorMemberCountsByKind"
"","36","uses the discardQueryParams prop to discard all query params on the link","AppLink","Wed Mar 25 20:57:13 UTC 2026","passed","Wed Mar 25 20:57:13 UTC 2026","","","",""
"","9","sets autoDisplayTable to false if query type is relationship","useExploreTableAutoDisplay","Wed Mar 25 20:57:57 UTC 2026","passed","Wed Mar 25 20:57:57 UTC 2026","","","",""
