"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1174","renders","Privilege Zones History Filter Dialog","Tue Jun 16 21:11:26 UTC 2026","passed","Tue Jun 16 21:11:27 UTC 2026","","","",""
"Test cases for TestResources_ListAssetGroups","1","TestResources_ListAssetGroups","","Tue Jun 16 21:07:52 UTC 2026","passed","Tue Jun 16 21:07:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAssetGroups","TestResources_ListAssetGroups"
"","786","app does not crash if ""token"" cookie exists and ""persistedState"" localstorage key does not exist","redux store","Tue Jun 16 21:15:00 UTC 2026","passed","Tue Jun 16 21:15:01 UTC 2026","","","",""
"","161","renders a confirm dialg","ConfirmDeleteQueryDialog","Tue Jun 16 21:13:51 UTC 2026","passed","Tue Jun 16 21:13:51 UTC 2026","","","",""
"","63","excludes API edges that are associated with one of our built-in schema types","useEdgeCategories","Tue Jun 16 21:11:06 UTC 2026","passed","Tue Jun 16 21:11:06 UTC 2026","","","",""
"Test cases for TestStorageFileService_ReadFile","10","TestStorageFileService_ReadFile","","Tue Jun 16 21:07:59 UTC 2026","passed","Tue Jun 16 21:07:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestStorageFileService_ReadFile","TestStorageFileService_ReadFile"
"","60","should display a message","CypherSearchMessage","Tue Jun 16 21:14:06 UTC 2026","passed","Tue Jun 16 21:14:06 UTC 2026","","","",""
"Test cases for TestFormatDatabaseError","0","TestFormatDatabaseError","","Tue Jun 16 21:07:50 UTC 2026","passed","Tue Jun 16 21:07:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestFormatDatabaseError","TestFormatDatabaseError"
"","63","sets autoDisplayTable to true if query returns nodes only, searchType = cypher, and and enabled is true","useExploreTableAutoDisplay","Tue Jun 16 21:12:56 UTC 2026","passed","Tue Jun 16 21:12:56 UTC 2026","","","",""
"","55","stores the state of a search term without modifying the query params","useCypherSearch","Tue Jun 16 21:13:32 UTC 2026","passed","Tue Jun 16 21:13:32 UTC 2026","","","",""
"","0","takes setSearchParams and availableParams returns a function","searchParams","Tue Jun 16 21:12:32 UTC 2026","passed","Tue Jun 16 21:12:32 UTC 2026","","setParamsFactory","",""
"Test cases for TestResources_ListADCSEscalations","4","TestResources_ListADCSEscalations","","Tue Jun 16 21:07:52 UTC 2026","passed","Tue Jun 16 21:07:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADCSEscalations","TestResources_ListADCSEscalations"
"","0","combines platform and collected filters","filterAndSearchEnvironments","Tue Jun 16 21:09:17 UTC 2026","passed","Tue Jun 16 21:09:17 UTC 2026","","combined filters","",""
