"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_CreateAssetGroup","0","TestResources_CreateAssetGroup","","Thu Mar 19 21:17:47 UTC 2026","passed","Thu Mar 19 21:17:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateAssetGroup","TestResources_CreateAssetGroup"
"","554","should render inputs, labels, and action buttons","UpsertSAMLProviderForm","Thu Mar 19 21:13:34 UTC 2026","passed","Thu Mar 19 21:13:34 UTC 2026","","","",""
"Test cases for Test_UseFixture","0","Test_UseFixture","","Thu Mar 19 21:18:02 UTC 2026","passed","Thu Mar 19 21:18:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_UseFixture","Test_UseFixture"
"","308","renders an error message without throwing a TypeError","EntityInfoCollapsibleSection","Thu Mar 19 21:14:17 UTC 2026","passed","Thu Mar 19 21:14:18 UTC 2026","","","",""
"","255","opens the dialog when the button is clicked","SchemaUploadDialog","Thu Mar 19 21:12:29 UTC 2026","passed","Thu Mar 19 21:12:29 UTC 2026","","","",""
"Test cases for TestOpenGraphSchemaService_GetEnvironmentKindsAndEnvironmentExtensionDisplayNames","0","TestOpenGraphSchemaService_GetEnvironmentKindsAndEnvironmentExtensionDisplayNames","","Thu Mar 19 21:17:57 UTC 2026","passed","Thu Mar 19 21:17:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/opengraphschema/TestOpenGraphSchemaService_GetEnvironmentKindsAndEnvironmentExtensionDisplayNames","TestOpenGraphSchemaService_GetEnvironmentKindsAndEnvironmentExtensionDisplayNames"
"","77","if a hint is given, it show date placeholder on focus, restores hint on blur","ManagedDatePicker - placeholders","Thu Mar 19 21:12:26 UTC 2026","passed","Thu Mar 19 21:12:27 UTC 2026","","","",""
"Test cases for TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn","1","TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn","","Thu Mar 19 21:17:53 UTC 2026","passed","Thu Mar 19 21:17:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn","TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn"
"Test cases for TestStringValueOrZero","0","TestStringValueOrZero","","Thu Mar 19 21:17:53 UTC 2026","passed","Thu Mar 19 21:17:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringValueOrZero","TestStringValueOrZero"
"Test cases for TestGetPageParamsForGraphQuery","0","TestGetPageParamsForGraphQuery","","Thu Mar 19 21:17:59 UTC 2026","passed","Thu Mar 19 21:17:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGetPageParamsForGraphQuery","TestGetPageParamsForGraphQuery"
"Test cases for TestFoldl","0","TestFoldl","","Thu Mar 19 21:18:03 UTC 2026","passed","Thu Mar 19 21:18:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestFoldl","TestFoldl"
"","342","renders icons as expected","DropdownSelector","Thu Mar 19 21:13:36 UTC 2026","passed","Thu Mar 19 21:13:36 UTC 2026","","","",""
"","609","should call onSubmit when input is valid and Submit button is clicked","UpsertSAMLProviderForm","Thu Mar 19 21:13:35 UTC 2026","passed","Thu Mar 19 21:13:35 UTC 2026","","","",""
"Test cases for TestResources_OpenGraphSchemaIngest","0","TestResources_OpenGraphSchemaIngest","","Thu Mar 19 21:17:47 UTC 2026","passed","Thu Mar 19 21:17:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_OpenGraphSchemaIngest","TestResources_OpenGraphSchemaIngest"
"Test cases for TestAuthExtensions","3","TestAuthExtensions","","Thu Mar 19 21:17:40 UTC 2026","passed","Thu Mar 19 21:17:40 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAuthExtensions","TestAuthExtensions"
"","89","prevents a user from proceeding if the file is not valid","File Upload","Thu Mar 19 21:12:12 UTC 2026","passed","Thu Mar 19 21:12:13 UTC 2026","","","",""
"","178","renders details for a selected zone","DynamicDetails","Thu Mar 19 21:11:38 UTC 2026","passed","Thu Mar 19 21:11:38 UTC 2026","","","",""
"TestMigrator_GenerateManifest tests the full integrity of a Manifest generatedfrom 3 different Source's:1) Correct number of total migrations detected.2) Correct number of versions detected.3) The VersionTable has all versions, in order.4) All versions have the correct number of migrations.5) Schema files generate v0.0.0 migrations.6) Migrations are ordered within each version, in the order the Source was defined.","0","TestMigrator_GenerateManifest","","Thu Mar 19 21:17:53 UTC 2026","passed","Thu Mar 19 21:17:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestMigrator_GenerateManifest","TestMigrator_GenerateManifest"
"Test cases for TestResources_ListADDomainContainedGroups","1","TestResources_ListADDomainContainedGroups","","Thu Mar 19 21:17:47 UTC 2026","passed","Thu Mar 19 21:17:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedGroups","TestResources_ListADDomainContainedGroups"
"","4","should return true when tag matches term","OperationsFilterPlugin","Thu Mar 19 21:14:51 UTC 2026","passed","Thu Mar 19 21:14:51 UTC 2026","","","",""
"","623","should initiate data loading when an item is selected","Simple Environment Selector","Thu Mar 19 21:11:36 UTC 2026","passed","Thu Mar 19 21:11:36 UTC 2026","","","",""
"Test cases for TestDatabase_checkError_NotFound","0","TestDatabase_checkError_NotFound","","Thu Mar 19 21:17:53 UTC 2026","passed","Thu Mar 19 21:17:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestDatabase_checkError_NotFound","TestDatabase_checkError_NotFound"
"Test cases for TestResources_StartIngestJob","97","TestResources_StartIngestJob","","Thu Mar 19 21:17:47 UTC 2026","passed","Thu Mar 19 21:17:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_StartIngestJob","TestResources_StartIngestJob"
"Test cases for Test_filterNodesToSearchResult_filterEnvironments_tenantIDFail","0","Test_filterNodesToSearchResult_filterEnvironments_tenantIDFail","","Thu Mar 19 21:17:55 UTC 2026","passed","Thu Mar 19 21:17:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_filterNodesToSearchResult_filterEnvironments_tenantIDFail","Test_filterNodesToSearchResult_filterEnvironments_tenantIDFail"
"Test cases for TestGetAzureDataQualityStats_Success","1","TestGetAzureDataQualityStats_Success","","Thu Mar 19 21:17:47 UTC 2026","passed","Thu Mar 19 21:17:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetAzureDataQualityStats_Success","TestGetAzureDataQualityStats_Success"
"","7","should render when search string at the end of the text","HighlightedText","Thu Mar 19 21:14:02 UTC 2026","passed","Thu Mar 19 21:14:02 UTC 2026","","","",""
