"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","459","renders a filter search and platform dropdown menu","CommonSearches","2026-09-18","passed","2026-09-18","","","",""
"","46","when session token or user are null, redirects to /login","AuthenticatedRoute","2026-09-18","passed","2026-09-18","","","",""
"","1197","resets skip to 0 when rows per page changes so rows are visible on the new page size","FileIngestTable","2026-09-18","passed","2026-09-18","","pagination reset","",""
"Test cases for TestFilter","0","TestFilter","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestFilter","TestFilter"
"","140","shows ""Select All"" when not all columns are selected","ManageColumnsComboBox","2026-09-18","passed","2026-09-18","","","",""
"","58","fails checks if the user does not have a matching permission","usePermissions","2026-09-18","passed","2026-09-18","","","",""
"","245","Close button click causes the callback function to be called","ExploreTable","2026-09-18","passed","2026-09-18","","","",""
"Test cases for TestValidateTOTPSecret","0","TestValidateTOTPSecret","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/cmd/api/src/auth/TestValidateTOTPSecret","TestValidateTOTPSecret"
"Test cases for Test_TopLevel","0","Test_TopLevel","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/packages/go/schemagen/csgen/Test_TopLevel","Test_TopLevel"
"Test cases for TestRegister","7","TestRegister","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/server/featureflags/internal/routes/TestRegister","TestRegister"
"Test cases for TestStore_GetKindByName","2","TestStore_GetKindByName","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/server/graphdb/internal/appdb/TestStore_GetKindByName","TestStore_GetKindByName"
"","0","returns the known info map values for a known type (Active Directory)","getOpenGraphEnvironmentInfo","2026-09-18","passed","2026-09-18","","","",""
"","24","does not highlight the keyword within the distinguished name","SearchResultItem","2026-09-18","passed","2026-09-18","","","",""
"","568","shows a tooltip on hover, defaulting to the label when no tooltip is provided","GraphMenu","2026-09-18","passed","2026-09-18","","","",""
"","1776","Preserves sample results when switching between Object ID and Cypher rule types","Rule Form","2026-09-18","passed","2026-09-18","","","",""
"Test cases for TestGetZoneKind","6","TestGetZoneKind","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/TestGetZoneKind","TestGetZoneKind"
"Test cases for TestAnalysisPipelineResultErrors","0","TestAnalysisPipelineResultErrors","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/TestAnalysisPipelineResultErrors","TestAnalysisPipelineResultErrors"
"","4","omits sections whose items are all filtered out","useSubNavRoutes","2026-09-18","passed","2026-09-18","","","",""
"","0","should handle an undefined entity","Evaluating the entity display name from a given entity","2026-09-18","passed","2026-09-18","","","",""
"","228","displays expected results when searching by label","SearchCurrentNodes","2026-09-18","passed","2026-09-18","","","",""
"","40","falls back to 0 for the relationship row when no relationship stat is present","OpenGraphInfo","2026-09-18","passed","2026-09-18","","","",""
"Test cases for TestDefineNodeName","0","TestDefineNodeName","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestDefineNodeName","TestDefineNodeName"
"","0","returns a function that takes a key found in updatedParams and updates the searchParams with that matching value from updatedParams","searchParams","2026-09-18","passed","2026-09-18","","setSingleParamFactory","",""
"","576","reflects the persisted selected layout in the controls menu","GraphView","2026-09-18","passed","2026-09-18","","Layout selection and de-selection","",""
"","71","renders the list item","SearchResultItem","2026-09-18","passed","2026-09-18","","","",""
"Test cases for TestClearLocalIngestScratch","17","TestClearLocalIngestScratch","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/datapipe/TestClearLocalIngestScratch","TestClearLocalIngestScratch"
"Test cases for TestDefineSID","0","TestDefineSID","","2026-09-18","passed","2026-09-18","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestDefineSID","TestDefineSID"
