"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_ListADDomainForeignGroups","5","TestResources_ListADDomainForeignGroups","","Tue Apr 28 15:57:44 UTC 2026","passed","Tue Apr 28 15:57:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainForeignGroups","TestResources_ListADDomainForeignGroups"
"","26","should display a none selected header and a message to select an object","EntityInfoPanel","Tue Apr 28 16:02:36 UTC 2026","passed","Tue Apr 28 16:02:36 UTC 2026","","","",""
"","0","should handle the well formed entities","Evaluating the entity display name from a given entity","Tue Apr 28 16:00:19 UTC 2026","passed","Tue Apr 28 16:00:19 UTC 2026","","","",""
"Test cases for Test_filterAndFormatSearchResults_filterEnvironmentsEmpty","0","Test_filterAndFormatSearchResults_filterEnvironmentsEmpty","","Tue Apr 28 15:57:44 UTC 2026","passed","Tue Apr 28 15:57:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_filterAndFormatSearchResults_filterEnvironmentsEmpty","Test_filterAndFormatSearchResults_filterEnvironmentsEmpty"
"","202","handles chevron click event","CommonSearches","Tue Apr 28 16:00:17 UTC 2026","passed","Tue Apr 28 16:00:17 UTC 2026","","","",""
"Test cases for TestResources_ListADDomainContainedUsers","0","TestResources_ListADDomainContainedUsers","","Tue Apr 28 15:57:44 UTC 2026","passed","Tue Apr 28 15:57:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedUsers","TestResources_ListADDomainContainedUsers"
"Test cases for TestResources_GetCollectorManifest","0","TestResources_GetCollectorManifest","","Tue Apr 28 15:57:44 UTC 2026","passed","Tue Apr 28 15:57:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetCollectorManifest","TestResources_GetCollectorManifest"
"Test cases for TestReadDomainIDandNameAsString","1","TestReadDomainIDandNameAsString","","Tue Apr 28 15:58:05 UTC 2026","passed","Tue Apr 28 15:58:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/internal/nodeprops/TestReadDomainIDandNameAsString","TestReadDomainIDandNameAsString"
"","5","removes the key when undefined is passed to the setter","useLocalStorage","Tue Apr 28 16:00:43 UTC 2026","passed","Tue Apr 28 16:00:43 UTC 2026","","setValue","",""
"Test cases for TestKeyEncoder_Key_Deterministic","1","TestKeyEncoder_Key_Deterministic","","Tue Apr 28 15:58:05 UTC 2026","passed","Tue Apr 28 15:58:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/post/TestKeyEncoder_Key_Deterministic","TestKeyEncoder_Key_Deterministic"
"Test cases for TestGetPlatformAggregateStats_Failure","2","TestGetPlatformAggregateStats_Failure","","Tue Apr 28 15:57:44 UTC 2026","passed","Tue Apr 28 15:57:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetPlatformAggregateStats_Failure","TestGetPlatformAggregateStats_Failure"
"","4","returns empty array when environments is empty","filterAndSearchEnvironments","Tue Apr 28 15:58:47 UTC 2026","passed","Tue Apr 28 15:58:47 UTC 2026","","with empty environments","",""
"Test cases for TestManagementResource_ListAuthTokens_NonAdmin","0","TestManagementResource_ListAuthTokens_NonAdmin","","Tue Apr 28 15:58:11 UTC 2026","passed","Tue Apr 28 15:58:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_NonAdmin","TestManagementResource_ListAuthTokens_NonAdmin"
