"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_ListKinds","78","TestResources_ListKinds","","Thu Jun 25 00:04:12 UTC 2026","passed","Thu Jun 25 00:04:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListKinds","TestResources_ListKinds"
"Test cases for TestWriteAndValidateJSON","4","TestWriteAndValidateJSON","","Thu Jun 25 00:04:23 UTC 2026","passed","Thu Jun 25 00:04:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestWriteAndValidateJSON","TestWriteAndValidateJSON"
"Test cases for TestManagementResource_ListAuthProviders","1","TestManagementResource_ListAuthProviders","","Thu Jun 25 00:04:47 UTC 2026","passed","Thu Jun 25 00:04:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthProviders","TestManagementResource_ListAuthProviders"
"","0","handles specific Active Directory properties differently than Azure derived properties","Formatting number properties","Thu Jun 25 00:07:05 UTC 2026","passed","Thu Jun 25 00:07:05 UTC 2026","","","",""
"","47","returns undefined for sort params when no initial state is provided","useSortParams","Thu Jun 25 00:08:44 UTC 2026","passed","Thu Jun 25 00:08:44 UTC 2026","","","",""
"","242","handles adding to non-tier-zero asset group","AssetGroupMenuItem","Thu Jun 25 00:10:48 UTC 2026","passed","Thu Jun 25 00:10:49 UTC 2026","","adding to an asset group","",""
"Test cases for TestOpenGraphSchemaService_GetSchemaFindings","4","TestOpenGraphSchemaService_GetSchemaFindings","","Thu Jun 25 00:04:22 UTC 2026","passed","Thu Jun 25 00:04:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/opengraphschema/TestOpenGraphSchemaService_GetSchemaFindings","TestOpenGraphSchemaService_GetSchemaFindings"
"Test cases for TestHandlers_GetRequest","0","TestHandlers_GetRequest","","Thu Jun 25 00:04:37 UTC 2026","passed","Thu Jun 25 00:04:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/analysis/internal/handlers/TestHandlers_GetRequest","TestHandlers_GetRequest"
"","391","calls setFilters when the Confirm button is clicked","Privilege Zones History Filter Dialog","Thu Jun 25 00:07:40 UTC 2026","passed","Thu Jun 25 00:07:40 UTC 2026","","","",""
"","241","should render","Rule Object Select","Thu Jun 25 00:08:53 UTC 2026","passed","Thu Jun 25 00:08:53 UTC 2026","","","",""
"","8","should render a Field when the provided value is -0","Field","Thu Jun 25 00:09:47 UTC 2026","passed","Thu Jun 25 00:09:47 UTC 2026","","","",""
"","41","should highlight main nav route when navigating to child route","Main Nav Route Highlighting","Thu Jun 25 00:07:29 UTC 2026","passed","Thu Jun 25 00:07:29 UTC 2026","","","",""
"Test cases for TestSignRequestValuesSuccess","0","TestSignRequestValuesSuccess","","Thu Jun 25 00:04:00 UTC 2026","passed","Thu Jun 25 00:04:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestValuesSuccess","TestSignRequestValuesSuccess"
"","398","switches Rule tab to active/selected when clicked","Selected Details Tabs","Thu Jun 25 00:07:35 UTC 2026","passed","Thu Jun 25 00:07:36 UTC 2026","","Selected Details Tabs - Click Interactions","",""
"Test cases for TestStorageFileService_WriteFileFromReader","4","TestStorageFileService_WriteFileFromReader","","Thu Jun 25 00:04:35 UTC 2026","passed","Thu Jun 25 00:04:35 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestStorageFileService_WriteFileFromReader","TestStorageFileService_WriteFileFromReader"
"","17","displays CaretUp icon when the sortOrder is asc","ColumnHeaders","Thu Jun 25 00:08:06 UTC 2026","passed","Thu Jun 25 00:08:06 UTC 2026","","SortableHeader","",""
"","8","returns the remaining amount of labels available for creation","useTagLimits","Thu Jun 25 00:05:45 UTC 2026","passed","Thu Jun 25 00:05:45 UTC 2026","","","",""
"","168","renders the component with all info and switch off","CitrixRDPConfiguration","Thu Jun 25 00:07:16 UTC 2026","passed","Thu Jun 25 00:07:17 UTC 2026","","Initial render","",""
"","1","does not add optional filters if not present","createHistoryParams","Thu Jun 25 00:09:28 UTC 2026","passed","Thu Jun 25 00:09:28 UTC 2026","","","",""
"","14","upon performing a search, updates the url params with the base64-encoded current query and sets searchType to 'cypher'","useCypherSearch","Thu Jun 25 00:09:54 UTC 2026","passed","Thu Jun 25 00:09:54 UTC 2026","","","",""
"Test cases for TestResources_SearchHandler","0","TestResources_SearchHandler","","Thu Jun 25 00:04:12 UTC 2026","passed","Thu Jun 25 00:04:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_SearchHandler","TestResources_SearchHandler"
"","49","renders the title","ProcessingIndicator","Thu Jun 25 00:10:25 UTC 2026","passed","Thu Jun 25 00:10:25 UTC 2026","","","",""
"","27","whencreated","Handling value formatting for Active Directory entity properties lastlogon, lastlogontimestamp, whencreated, and pwdlastset","Thu Jun 25 00:07:05 UTC 2026","passed","Thu Jun 25 00:07:05 UTC 2026","","","",""
"Test cases for TestRoleAssignments_NodeHasRole","0","TestRoleAssignments_NodeHasRole","","Thu Jun 25 00:04:29 UTC 2026","passed","Thu Jun 25 00:04:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestRoleAssignments_NodeHasRole","TestRoleAssignments_NodeHasRole"
"Test cases for TestInt64ValueOrZero","0","TestInt64ValueOrZero","","Thu Jun 25 00:04:15 UTC 2026","passed","Thu Jun 25 00:04:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64ValueOrZero","TestInt64ValueOrZero"
"Test cases for TestTracker_ConcurrentHasEdge","0","TestTracker_ConcurrentHasEdge","","Thu Jun 25 00:04:29 UTC 2026","passed","Thu Jun 25 00:04:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/post/TestTracker_ConcurrentHasEdge","TestTracker_ConcurrentHasEdge"
"Test cases for TestManagementResource_ListRoles_InvalidColumn","0","TestManagementResource_ListRoles_InvalidColumn","","Thu Jun 25 00:04:17 UTC 2026","passed","Thu Jun 25 00:04:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_InvalidColumn","TestManagementResource_ListRoles_InvalidColumn"
"","98","indicates that filters are active","AssetGroupEdit","Thu Jun 25 00:07:10 UTC 2026","passed","Thu Jun 25 00:07:10 UTC 2026","","","",""
"","655","should initiate data loading when an item is selected","Simple Environment Selector","Thu Jun 25 00:07:23 UTC 2026","passed","Thu Jun 25 00:07:24 UTC 2026","","","",""
"","498","should display Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and user role is selected","CreateUserForm","Thu Jun 25 00:05:37 UTC 2026","passed","Thu Jun 25 00:05:38 UTC 2026","","","",""
"","81","should navigate to the correct page on alt + digit keydown","Keyboard shortcuts","Thu Jun 25 00:07:29 UTC 2026","passed","Thu Jun 25 00:07:29 UTC 2026","","","",""
"","91","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is false","CreateUserForm","Thu Jun 25 00:05:38 UTC 2026","passed","Thu Jun 25 00:05:39 UTC 2026","","","",""
"","4","returns empty array when environments is empty","filterAndSearchEnvironments","Thu Jun 25 00:05:23 UTC 2026","passed","Thu Jun 25 00:05:23 UTC 2026","","with empty environments","",""
"Test cases for TestSignRequestSuccess","0","TestSignRequestSuccess","","Thu Jun 25 00:04:01 UTC 2026","passed","Thu Jun 25 00:04:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestSuccess","TestSignRequestSuccess"
"","0","The node radius is adjusted to take into account the current camera zoom ratio","getNodeRadius","Thu Jun 25 00:11:25 UTC 2026","passed","Thu Jun 25 00:11:25 UTC 2026","","","",""
"Test cases for TestResources_DeleteSavedQuery_IsPublicSavedQueryDBError","0","TestResources_DeleteSavedQuery_IsPublicSavedQueryDBError","","Thu Jun 25 00:04:12 UTC 2026","passed","Thu Jun 25 00:04:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_IsPublicSavedQueryDBError","TestResources_DeleteSavedQuery_IsPublicSavedQueryDBError"
"Test cases for TestGraphQuery_PrepareCypherQuery","43","TestGraphQuery_PrepareCypherQuery","","Thu Jun 25 00:04:17 UTC 2026","passed","Thu Jun 25 00:04:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestGraphQuery_PrepareCypherQuery","TestGraphQuery_PrepareCypherQuery"
"","309","should render the pathfinding search controls when searchType is pathfinding","ExploreSearch rendering per tab","Thu Jun 25 00:10:57 UTC 2026","passed","Thu Jun 25 00:10:57 UTC 2026","","","",""
"","40","sums the remaining sections when one of the Affected Object calls fails","EntityInfoDataTableGraphed","Thu Jun 25 00:07:21 UTC 2026","passed","Thu Jun 25 00:07:21 UTC 2026","","Node count for nested table that counts all sections","",""
"Test cases for TestResources_UpdateAssetGroupTagSelector","0","TestResources_UpdateAssetGroupTagSelector","","Thu Jun 25 00:04:12 UTC 2026","passed","Thu Jun 25 00:04:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateAssetGroupTagSelector","TestResources_UpdateAssetGroupTagSelector"
"Test cases for TestManagementResource_DeleteOIDCProvider","1","TestManagementResource_DeleteOIDCProvider","","Thu Jun 25 00:04:47 UTC 2026","passed","Thu Jun 25 00:04:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteOIDCProvider","TestManagementResource_DeleteOIDCProvider"
"Test cases for TestStringScan","0","TestStringScan","","Thu Jun 25 00:04:15 UTC 2026","passed","Thu Jun 25 00:04:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringScan","TestStringScan"
"","3","should return null if the edge key does not have enough information","getEdgeDataFromKey","Thu Jun 25 00:11:32 UTC 2026","passed","Thu Jun 25 00:11:32 UTC 2026","","","",""
"Test cases for TestOpenGraphSchemaService_GetEnvironmentKindsAndEnvironmentExtensionDisplayNames","5","TestOpenGraphSchemaService_GetEnvironmentKindsAndEnvironmentExtensionDisplayNames","","Thu Jun 25 00:04:22 UTC 2026","passed","Thu Jun 25 00:04:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/opengraphschema/TestOpenGraphSchemaService_GetEnvironmentKindsAndEnvironmentExtensionDisplayNames","TestOpenGraphSchemaService_GetEnvironmentKindsAndEnvironmentExtensionDisplayNames"
"","359","renders the Rule Tab content when Rule tab is chosen","Selected Details Tab Content","Thu Jun 25 00:09:32 UTC 2026","passed","Thu Jun 25 00:09:32 UTC 2026","","","",""
"","206","shows ""<10 Days to Expire"" warning when token expires within 10 days","UserTokenManagementDialog - API Expiration Date column","Thu Jun 25 00:06:50 UTC 2026","passed","Thu Jun 25 00:06:50 UTC 2026","","","",""
"","7","clears an ascending sort when sorting the same column","useSortParams","Thu Jun 25 00:08:44 UTC 2026","passed","Thu Jun 25 00:08:44 UTC 2026","","","",""
"","46","should render a Field when the provided value is false","Field","Thu Jun 25 00:09:47 UTC 2026","passed","Thu Jun 25 00:09:47 UTC 2026","","","",""
"","13","displays contact admin message when hidden edge is true","EdgeInfoContent","Thu Jun 25 00:05:30 UTC 2026","passed","Thu Jun 25 00:05:30 UTC 2026","","EdgeInfoContent support for hidden edges","",""
"Test cases for TestSignRequestValuesUnsupportedHMACMethod","0","TestSignRequestValuesUnsupportedHMACMethod","","Thu Jun 25 00:04:00 UTC 2026","passed","Thu Jun 25 00:04:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestValuesUnsupportedHMACMethod","TestSignRequestValuesUnsupportedHMACMethod"
"","3","announces a message with assertive priority","AnnouncementProvider","Thu Jun 25 00:08:11 UTC 2026","passed","Thu Jun 25 00:08:11 UTC 2026","","","",""
"Test cases for TestWriteError","0","TestWriteError","","Thu Jun 25 00:04:32 UTC 2026","passed","Thu Jun 25 00:04:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/responses/TestWriteError","TestWriteError"
"Test cases for TestResources_DeleteSavedQuery","0","TestResources_DeleteSavedQuery","","Thu Jun 25 00:04:12 UTC 2026","passed","Thu Jun 25 00:04:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery","TestResources_DeleteSavedQuery"
"","389","toggles a source kind off from all selected nested graph data options","GraphDataCheckboxes","Thu Jun 25 00:06:24 UTC 2026","passed","Thu Jun 25 00:06:25 UTC 2026","","","",""
"","239","should eventually display list of tokens","UserTokenManagementDialog","Thu Jun 25 00:06:47 UTC 2026","passed","Thu Jun 25 00:06:48 UTC 2026","","","",""
"","66","populates the node search field when the 'primarySearch' query param is set","useNodeSearch","Thu Jun 25 00:09:22 UTC 2026","passed","Thu Jun 25 00:09:22 UTC 2026","","","",""
"","1","filters by moderate risk level","filterAndSearchEnvironments","Thu Jun 25 00:05:23 UTC 2026","passed","Thu Jun 25 00:05:23 UTC 2026","","risk filters","",""
"Test cases for Test_filterAndFormatSearchResults_filterEnvironmentsEmpty","0","Test_filterAndFormatSearchResults_filterEnvironmentsEmpty","","Thu Jun 25 00:04:12 UTC 2026","passed","Thu Jun 25 00:04:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_filterAndFormatSearchResults_filterEnvironmentsEmpty","Test_filterAndFormatSearchResults_filterEnvironmentsEmpty"
"Test cases for TestAddOwnerRoleIDs","0","TestAddOwnerRoleIDs","","Thu Jun 25 00:04:29 UTC 2026","passed","Thu Jun 25 00:04:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestAddOwnerRoleIDs","TestAddOwnerRoleIDs"
"","0","fails for password shorter than 12 characters","testPassword","Thu Jun 25 00:10:21 UTC 2026","passed","Thu Jun 25 00:10:21 UTC 2026","","","",""
"","218","fires onSelect prop when a result is clicked","SearchCurrentNodes","Thu Jun 25 00:08:24 UTC 2026","passed","Thu Jun 25 00:08:24 UTC 2026","","","",""
"","0","returns a function that takes a key found in updatedParams and updates the searchParams with that matching value from updatedParams","searchParams","Thu Jun 25 00:08:47 UTC 2026","passed","Thu Jun 25 00:08:47 UTC 2026","","setSingleParamFactory","",""
"","133","should have a disabled continue button","TagToZoneLabelDialog","Thu Jun 25 00:08:14 UTC 2026","passed","Thu Jun 25 00:08:14 UTC 2026","","","",""
"","64","displays a status indicator","StatusIndicator","Thu Jun 25 00:10:13 UTC 2026","passed","Thu Jun 25 00:10:13 UTC 2026","","","",""
"Test cases for TestTypes_Scan_Success","0","TestTypes_Scan_Success","","Thu Jun 25 00:04:15 UTC 2026","passed","Thu Jun 25 00:04:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/TestTypes_Scan_Success","TestTypes_Scan_Success"
"Test cases for Test_filterAndFormatSearchResults_filterEnvironments_tenantIDFail","0","Test_filterAndFormatSearchResults_filterEnvironments_tenantIDFail","","Thu Jun 25 00:04:12 UTC 2026","passed","Thu Jun 25 00:04:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_filterAndFormatSearchResults_filterEnvironments_tenantIDFail","Test_filterAndFormatSearchResults_filterEnvironments_tenantIDFail"
"","548","should display CreateUserTokenDialog","UserTokenManagementDialog","Thu Jun 25 00:06:48 UTC 2026","passed","Thu Jun 25 00:06:49 UTC 2026","","when user clicks ""Create Token"" button","",""
"Test cases for TestRegister_PanicsOnNilPool","0","TestRegister_PanicsOnNilPool","","Thu Jun 25 00:04:38 UTC 2026","passed","Thu Jun 25 00:04:38 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/modules/TestRegister_PanicsOnNilPool","TestRegister_PanicsOnNilPool"
"","415","should display ""Generate/Revoke API Tokens"" title","UserTokenManagementDialog","Thu Jun 25 00:06:47 UTC 2026","passed","Thu Jun 25 00:06:47 UTC 2026","","","",""
"","176","renders the Cypher Rules Panel when clicking the Rule Tab","Selected Details Tab Content","Thu Jun 25 00:09:32 UTC 2026","passed","Thu Jun 25 00:09:32 UTC 2026","","","",""
"Test cases for TestHasValidRolesForETAC","0","TestHasValidRolesForETAC","","Thu Jun 25 00:04:12 UTC 2026","passed","Thu Jun 25 00:04:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestHasValidRolesForETAC","TestHasValidRolesForETAC"
"Test cases for TestOrphanFileSweeper_ClearLegacyLocalIngestFilesRemovesOrphanDirectoriesIfOld","18","TestOrphanFileSweeper_ClearLegacyLocalIngestFilesRemovesOrphanDirectoriesIfOld","","Thu Jun 25 00:04:13 UTC 2026","passed","Thu Jun 25 00:04:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/datapipe/TestOrphanFileSweeper_ClearLegacyLocalIngestFilesRemovesOrphanDirectoriesIfOld","TestOrphanFileSweeper_ClearLegacyLocalIngestFilesRemovesOrphanDirectoriesIfOld"
"","282","sets a secondary=id and searchType=pathfinding when primary is truethy","ContextMenu","Thu Jun 25 00:06:52 UTC 2026","passed","Thu Jun 25 00:06:52 UTC 2026","","","",""
"","135","Verify Vault Reader count is the count returned by All Readers","EntityInfoDataTable","Thu Jun 25 00:06:44 UTC 2026","passed","Thu Jun 25 00:06:45 UTC 2026","","Node count for Vault Readers nested table","",""
"","144","should display a ""Reset Password"" button","UserProfile","Thu Jun 25 00:07:24 UTC 2026","passed","Thu Jun 25 00:07:24 UTC 2026","","","",""
"","217","renders the Columns trigger button","ManageColumnsComboBox","Thu Jun 25 00:06:57 UTC 2026","passed","Thu Jun 25 00:06:58 UTC 2026","","","",""
"","135","shows the empty form message when Object Rule Form is empty","Seed Selection Results","Thu Jun 25 00:06:51 UTC 2026","passed","Thu Jun 25 00:06:51 UTC 2026","","","",""
"Test cases for Test_UseHooks","0","Test_UseHooks","","Thu Jun 25 00:04:30 UTC 2026","passed","Thu Jun 25 00:04:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_UseHooks","Test_UseHooks"
"","314","displays validation error messages when Save button is clicked and no form input is provided","PasswordDialog","Thu Jun 25 00:05:40 UTC 2026","passed","Thu Jun 25 00:05:40 UTC 2026","","","",""
"Test cases for TestResources_GetPermissionsForSavedQuery","50","TestResources_GetPermissionsForSavedQuery","","Thu Jun 25 00:04:12 UTC 2026","passed","Thu Jun 25 00:04:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetPermissionsForSavedQuery","TestResources_GetPermissionsForSavedQuery"
"","438","should call ""onSave"" one time","Enable2FADialog","Thu Jun 25 00:08:59 UTC 2026","passed","Thu Jun 25 00:08:59 UTC 2026","user clicks ""Disable Multi-Factor Authentication"" button","user enters valid password","",""
"Test cases for TestParseLimitQueryParameter_BadFormat","0","TestParseLimitQueryParameter_BadFormat","","Thu Jun 25 00:04:12 UTC 2026","passed","Thu Jun 25 00:04:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseLimitQueryParameter_BadFormat","TestParseLimitQueryParameter_BadFormat"
"","3036","should open edge filtering dialog","EdgeFilter","Thu Jun 25 00:07:52 UTC 2026","passed","Thu Jun 25 00:07:55 UTC 2026","","","",""
"","806","renders a primary button as expected","DropdownSelector","Thu Jun 25 00:08:58 UTC 2026","passed","Thu Jun 25 00:08:59 UTC 2026","","","",""
"","426","toggles parent from some to all","GraphDataCheckboxes","Thu Jun 25 00:06:23 UTC 2026","passed","Thu Jun 25 00:06:24 UTC 2026","","","",""
"","168","a name value is required to submit the form","Rule Form","Thu Jun 25 00:05:13 UTC 2026","passed","Thu Jun 25 00:05:14 UTC 2026","","","",""
"Test cases for TestResolver_StartDone","7","TestResolver_StartDone","","Thu Jun 25 00:04:20 UTC 2026","passed","Thu Jun 25 00:04:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/endpoint/TestResolver_StartDone","TestResolver_StartDone"
"","7","hides items when the user is missing a required permission","useSubNavRoutes","Thu Jun 25 00:07:47 UTC 2026","passed","Thu Jun 25 00:07:47 UTC 2026","","permissions gate","",""
"Test cases for TestResources_ListADCSEscalations","0","TestResources_ListADCSEscalations","","Thu Jun 25 00:04:12 UTC 2026","passed","Thu Jun 25 00:04:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADCSEscalations","TestResources_ListADCSEscalations"
"","205","Selecting an edge that meets ACL inheritance criteria shows the ""ACE Inherited From"" dropdown","EdgeInfoContent","Thu Jun 25 00:05:29 UTC 2026","passed","Thu Jun 25 00:05:29 UTC 2026","","","",""
"Test cases for TestIngestControl_writeRetainedFileToTar","14","TestIngestControl_writeRetainedFileToTar","","Thu Jun 25 00:04:05 UTC 2026","passed","Thu Jun 25 00:04:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/tools/TestIngestControl_writeRetainedFileToTar","TestIngestControl_writeRetainedFileToTar"
"","105","upon selecting a source node, updates the URL with a searchType of 'node' and primarySearch of the node's objectid","useNodeSearch","Thu Jun 25 00:09:21 UTC 2026","passed","Thu Jun 25 00:09:22 UTC 2026","","","",""
"","3160","The password reset dialog is opened when switching a user from SAML based authentication to username/password based authentication","Users","Thu Jun 25 00:06:31 UTC 2026","passed","Thu Jun 25 00:06:34 UTC 2026","","","",""
