"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","76","sets autoDisplayTable to false if query returns edges","useExploreTableAutoDisplay","Wed Apr 22 18:08:20 UTC 2026","passed","Wed Apr 22 18:08:20 UTC 2026","","","",""
"Test cases for TestUnmarshalTimeText","0","TestUnmarshalTimeText","","Wed Apr 22 18:03:45 UTC 2026","passed","Wed Apr 22 18:03:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalTimeText","TestUnmarshalTimeText"
"Test cases for TestPasswordValidator","0","TestPasswordValidator","","Wed Apr 22 18:04:07 UTC 2026","passed","Wed Apr 22 18:04:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestPasswordValidator","TestPasswordValidator"
"","390","should display CreateUserTokenDialog","UserTokenManagementDialog","Wed Apr 22 18:05:54 UTC 2026","passed","Wed Apr 22 18:05:54 UTC 2026","","when user clicks ""Create Token"" button","",""
"","161","renders nothing in the expiration cell when a token has no expires_at","UserTokenManagementDialog - API Expiration Date column","Wed Apr 22 18:05:54 UTC 2026","passed","Wed Apr 22 18:05:55 UTC 2026","","","",""
"","1846","should display search results when the user enters text","AssetGroupEdit","Wed Apr 22 18:07:33 UTC 2026","passed","Wed Apr 22 18:07:34 UTC 2026","","","",""
"","69","Calls the `Base` endpoint for a LocalUser type node","EntityObjectInformation","Wed Apr 22 18:07:08 UTC 2026","passed","Wed Apr 22 18:07:08 UTC 2026","","","",""
"Test cases for Test_hasCycle","0","Test_hasCycle","","Wed Apr 22 18:04:09 UTC 2026","passed","Wed Apr 22 18:04:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_hasCycle","Test_hasCycle"
"","1","returns graphData as is if it doesnt match the GraphResponse interface","normalizeGraphDataForSigma","Wed Apr 22 18:10:28 UTC 2026","passed","Wed Apr 22 18:10:28 UTC 2026","","","",""
"","340","renders analyze now section","AnalyzeNowConfiguration","Wed Apr 22 18:06:32 UTC 2026","passed","Wed Apr 22 18:06:33 UTC 2026","","","",""
"","472","should render","PasswordResetForm","Wed Apr 22 18:06:58 UTC 2026","passed","Wed Apr 22 18:06:58 UTC 2026","","","",""
"Test cases for TestManagementResource_ListRoles_SortingError","0","TestManagementResource_ListRoles_SortingError","","Wed Apr 22 18:03:48 UTC 2026","passed","Wed Apr 22 18:03:48 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_SortingError","TestManagementResource_ListRoles_SortingError"
"","163","renders with the Export and Delete buttons disabled","QuerySearchFilter","Wed Apr 22 18:07:28 UTC 2026","passed","Wed Apr 22 18:07:28 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupMemberCount_IDMalformed","0","TestResources_GetAssetGroupMemberCount_IDMalformed","","Wed Apr 22 18:03:41 UTC 2026","passed","Wed Apr 22 18:03:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupMemberCount_IDMalformed","TestResources_GetAssetGroupMemberCount_IDMalformed"
"","48","Calls the cypher search endpoint for a node with a type that is not in our schema","EntityObjectInformation","Wed Apr 22 18:07:08 UTC 2026","passed","Wed Apr 22 18:07:08 UTC 2026","","","",""
"","825","should render an update user form","UpdateUserDialog","Wed Apr 22 18:05:12 UTC 2026","passed","Wed Apr 22 18:05:13 UTC 2026","","","",""
