"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_ListADEntityControllables","3","TestResources_ListADEntityControllables","","Tue Jul 21 00:27:26 UTC 2026","passed","Tue Jul 21 00:27:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityControllables","TestResources_ListADEntityControllables"
"","97","renders the glyph form input when the editing a zone that is not the highest privileged","Tag Form","Tue Jul 21 00:28:16 UTC 2026","passed","Tue Jul 21 00:28:16 UTC 2026","","","",""
"Test cases for TestResources_CreateSavedQuery_NotAUserAuth","0","TestResources_CreateSavedQuery_NotAUserAuth","","Tue Jul 21 00:27:26 UTC 2026","passed","Tue Jul 21 00:27:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateSavedQuery_NotAUserAuth","TestResources_CreateSavedQuery_NotAUserAuth"
"","13","should render a Field when the provided value is 0","Field","Tue Jul 21 00:33:08 UTC 2026","passed","Tue Jul 21 00:33:08 UTC 2026","","","",""
"","5","reads and parses an existing value from localStorage","useLocalStorage","Tue Jul 21 00:30:50 UTC 2026","passed","Tue Jul 21 00:30:50 UTC 2026","","initial value","",""
"Test cases for TestMaybeSubmitNodeUpdate","0","TestMaybeSubmitNodeUpdate","","Tue Jul 21 00:27:37 UTC 2026","passed","Tue Jul 21 00:27:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestMaybeSubmitNodeUpdate","TestMaybeSubmitNodeUpdate"
"Test cases for TestResources_ShareSavedQueriesPermissions_SavingPermissionsErrors","0","TestResources_ShareSavedQueriesPermissions_SavingPermissionsErrors","","Tue Jul 21 00:27:26 UTC 2026","passed","Tue Jul 21 00:27:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ShareSavedQueriesPermissions_SavingPermissionsErrors","TestResources_ShareSavedQueriesPermissions_SavingPermissionsErrors"
"","3","returns true if arrays are referentially equal","areArraysSimilar","Tue Jul 21 00:33:23 UTC 2026","passed","Tue Jul 21 00:33:23 UTC 2026","","","",""
"Test cases for TestManagementResource_OIDCLoginHandler","21","TestManagementResource_OIDCLoginHandler","","Tue Jul 21 00:28:10 UTC 2026","passed","Tue Jul 21 00:28:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_OIDCLoginHandler","TestManagementResource_OIDCLoginHandler"
"","0","escapes backslashes before quotes so they do not combine","escapeCypherString","Tue Jul 21 00:33:43 UTC 2026","passed","Tue Jul 21 00:33:43 UTC 2026","","","",""
