"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","954","should call onSave when Save button is clicked and form input is valid","CreateUserDialog","Thu Apr 23 19:51:08 UTC 2026","passed","Thu Apr 23 19:51:09 UTC 2026","","","",""
"","0","maps cypher 504 errors to timeout messaging","useExploreGraph","Thu Apr 23 19:51:37 UTC 2026","passed","Thu Apr 23 19:51:37 UTC 2026","","exploreGraphQueryFactory","",""
"","8","should render when search string is not found in the text","HighlightedText","Thu Apr 23 19:54:49 UTC 2026","passed","Thu Apr 23 19:54:49 UTC 2026","","","",""
"Test cases for TestResources_GetIssuancePolicyEntityInfo","213","TestResources_GetIssuancePolicyEntityInfo","","Thu Apr 23 19:49:52 UTC 2026","passed","Thu Apr 23 19:49:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetIssuancePolicyEntityInfo","TestResources_GetIssuancePolicyEntityInfo"
"Test cases for TestResources_ListADOUContainedUsers","1","TestResources_ListADOUContainedUsers","","Thu Apr 23 19:49:52 UTC 2026","passed","Thu Apr 23 19:49:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADOUContainedUsers","TestResources_ListADOUContainedUsers"
"","5","should recognize active directory properties","validating a node property against the shared generated schema","Thu Apr 23 19:52:17 UTC 2026","passed","Thu Apr 23 19:52:17 UTC 2026","","","",""
"","0","should return true when value partially matches term","compareTerm","Thu Apr 23 19:54:32 UTC 2026","passed","Thu Apr 23 19:54:32 UTC 2026","","","",""
"","103","calls getAssetGroupTags for topTagId","DetailsRoot","Thu Apr 23 19:55:37 UTC 2026","passed","Thu Apr 23 19:55:37 UTC 2026","","","",""
"","232","dispatches an action to the delete the associated node","Rule Object Select","Thu Apr 23 19:54:07 UTC 2026","passed","Thu Apr 23 19:54:07 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_OwnPrivateQuery_Success","0","TestResources_UpdateSavedQuery_OwnPrivateQuery_Success","","Thu Apr 23 19:49:52 UTC 2026","passed","Thu Apr 23 19:49:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_OwnPrivateQuery_Success","TestResources_UpdateSavedQuery_OwnPrivateQuery_Success"
"Test cases for TestResources_ListADEntityRDPRights","1","TestResources_ListADEntityRDPRights","","Thu Apr 23 19:49:52 UTC 2026","passed","Thu Apr 23 19:49:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityRDPRights","TestResources_ListADEntityRDPRights"
"","63","enables filtering out for tags that are treated as Labels (including Owned)","the useAssetGroupTags utilities","Thu Apr 23 19:52:06 UTC 2026","passed","Thu Apr 23 19:52:07 UTC 2026","","","",""
"","121","upon selecting a source node, updates the URL with a searchType of 'node' and primarySearch of the node's objectid","useNodeSearch","Thu Apr 23 19:54:35 UTC 2026","passed","Thu Apr 23 19:54:35 UTC 2026","","","",""
"","324","should display correctly","DeleteConfirmationDialog","Thu Apr 23 19:55:01 UTC 2026","passed","Thu Apr 23 19:55:02 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupMemberCount_Success","0","TestResources_GetAssetGroupMemberCount_Success","","Thu Apr 23 19:49:52 UTC 2026","passed","Thu Apr 23 19:49:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupMemberCount_Success","TestResources_GetAssetGroupMemberCount_Success"
"","2","updates state when an external storage event is fired for the same key","useLocalStorage","Thu Apr 23 19:52:42 UTC 2026","passed","Thu Apr 23 19:52:42 UTC 2026","","storage event synchronisation","",""
"","185","should display ""Create Token"" button","UserTokenManagementDialog","Thu Apr 23 19:52:01 UTC 2026","passed","Thu Apr 23 19:52:01 UTC 2026","","","",""
"Test cases for TestResources_DeleteSavedQuery_DeleteError","0","TestResources_DeleteSavedQuery_DeleteError","","Thu Apr 23 19:49:52 UTC 2026","passed","Thu Apr 23 19:49:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_DeleteError","TestResources_DeleteSavedQuery_DeleteError"
"Test cases for TestManagementResource_PutUserAuthSecret","5691","TestManagementResource_PutUserAuthSecret","","Thu Apr 23 19:49:52 UTC 2026","passed","Thu Apr 23 19:49:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_PutUserAuthSecret","TestManagementResource_PutUserAuthSecret"
"Test cases for TestResources_UpdateSavedQuery_GetSavedQueryError","0","TestResources_UpdateSavedQuery_GetSavedQueryError","","Thu Apr 23 19:49:52 UTC 2026","passed","Thu Apr 23 19:49:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_GetSavedQueryError","TestResources_UpdateSavedQuery_GetSavedQueryError"
"Test cases for TestStringFromPtr","0","TestStringFromPtr","","Thu Apr 23 19:49:53 UTC 2026","passed","Thu Apr 23 19:49:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringFromPtr","TestStringFromPtr"
"","220","renders with a title","BloodHoundConfiguration","Thu Apr 23 19:56:46 UTC 2026","passed","Thu Apr 23 19:56:46 UTC 2026","","","",""
"","65","returns the full environment for the environmentid passed","useAvailableEnvironments","Thu Apr 23 19:53:04 UTC 2026","passed","Thu Apr 23 19:53:04 UTC 2026","","useSelectedEnvironment","",""
"","332","should render the pathfinding search controls when searchType is pathfinding","ExploreSearch rendering per tab","Thu Apr 23 19:56:02 UTC 2026","passed","Thu Apr 23 19:56:02 UTC 2026","","","",""
"Test cases for TestResources_UpdateAssetGroupSelectors_GetAssetGroupError","0","TestResources_UpdateAssetGroupSelectors_GetAssetGroupError","","Thu Apr 23 19:49:52 UTC 2026","passed","Thu Apr 23 19:49:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateAssetGroupSelectors_GetAssetGroupError","TestResources_UpdateAssetGroupSelectors_GetAssetGroupError"
