"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestRewriter_Enter_AllAttackPathsShortcut_TakesPrecedenceOverOtherShortcuts","0","TestRewriter_Enter_AllAttackPathsShortcut_TakesPrecedenceOverOtherShortcuts","","Fri Jun 26 23:24:33 UTC 2026","passed","Fri Jun 26 23:24:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestRewriter_Enter_AllAttackPathsShortcut_TakesPrecedenceOverOtherShortcuts","TestRewriter_Enter_AllAttackPathsShortcut_TakesPrecedenceOverOtherShortcuts"
"Test cases for TestManagementResource_ListSAMLSignOnEndpoints","7","TestManagementResource_ListSAMLSignOnEndpoints","","Fri Jun 26 23:25:05 UTC 2026","passed","Fri Jun 26 23:25:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListSAMLSignOnEndpoints","TestManagementResource_ListSAMLSignOnEndpoints"
"Test cases for TestManagementResource_PutUserAuthSecret","6006","TestManagementResource_PutUserAuthSecret","","Fri Jun 26 23:24:27 UTC 2026","passed","Fri Jun 26 23:24:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_PutUserAuthSecret","TestManagementResource_PutUserAuthSecret"
"","14","shows date placeholder if no hint is given","ManagedDatePicker - placeholders","Fri Jun 26 23:28:15 UTC 2026","passed","Fri Jun 26 23:28:15 UTC 2026","","","",""
"Test cases for TestManagementResource_ListAuthTokens_Filtered","0","TestManagementResource_ListAuthTokens_Filtered","","Fri Jun 26 23:24:56 UTC 2026","passed","Fri Jun 26 23:24:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_Filtered","TestManagementResource_ListAuthTokens_Filtered"
"Test cases for TestWriteInternalServerError","0","TestWriteInternalServerError","","Fri Jun 26 23:24:49 UTC 2026","passed","Fri Jun 26 23:24:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/responses/TestWriteInternalServerError","TestWriteInternalServerError"
"Test cases for TestParseDomainTrusts_TrustAttributes","1","TestParseDomainTrusts_TrustAttributes","","Fri Jun 26 23:24:46 UTC 2026","passed","Fri Jun 26 23:24:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestParseDomainTrusts_TrustAttributes","TestParseDomainTrusts_TrustAttributes"
"","0","The node radius is adjusted to take into account the current camera zoom ratio","getNodeRadius","Fri Jun 26 23:31:30 UTC 2026","passed","Fri Jun 26 23:31:30 UTC 2026","","","",""
"Test cases for TestResources_ListADDomainContainedComputers","0","TestResources_ListADDomainContainedComputers","","Fri Jun 26 23:24:27 UTC 2026","passed","Fri Jun 26 23:24:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedComputers","TestResources_ListADDomainContainedComputers"
"Test cases for TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","0","TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","","Fri Jun 26 23:24:27 UTC 2026","passed","Fri Jun 26 23:24:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus"
"","13","renders disabled prop when flag is not enabled","FeatureFlag","Fri Jun 26 23:29:29 UTC 2026","passed","Fri Jun 26 23:29:29 UTC 2026","","","",""
"Test cases for TestGetLatestQueryParameter","0","TestGetLatestQueryParameter","","Fri Jun 26 23:24:27 UTC 2026","passed","Fri Jun 26 23:24:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetLatestQueryParameter","TestGetLatestQueryParameter"
"","3","formats the date string","toFormatted","Fri Jun 26 23:29:46 UTC 2026","passed","Fri Jun 26 23:29:46 UTC 2026","","","",""
"","43","initializes with the given state","useObjectState","Fri Jun 26 23:29:44 UTC 2026","passed","Fri Jun 26 23:29:44 UTC 2026","","","",""
"","254","calls onChangePinnedColumns with DEFAULT_PINNED_COLUMN_KEYS when ""Reset Default"" is clicked","ManageColumnsComboBox","Fri Jun 26 23:27:13 UTC 2026","passed","Fri Jun 26 23:27:13 UTC 2026","","","",""
"Test cases for TestResources_CreateAssetGroupTagSelector","3","TestResources_CreateAssetGroupTagSelector","","Fri Jun 26 23:24:27 UTC 2026","passed","Fri Jun 26 23:24:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateAssetGroupTagSelector","TestResources_CreateAssetGroupTagSelector"
"Test cases for TestResources_ListRootCAPKIHierarchy","3","TestResources_ListRootCAPKIHierarchy","","Fri Jun 26 23:24:27 UTC 2026","passed","Fri Jun 26 23:24:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListRootCAPKIHierarchy","TestResources_ListRootCAPKIHierarchy"
"","182","renders the component with all info and switch off","CitrixRDPConfiguration","Fri Jun 26 23:27:29 UTC 2026","passed","Fri Jun 26 23:27:29 UTC 2026","","Initial render","",""
"Test cases for TestHasSequence","0","TestHasSequence","","Fri Jun 26 23:24:46 UTC 2026","passed","Fri Jun 26 23:24:46 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestHasSequence","TestHasSequence"
"","238","calls onLayoutChange with the same layout when the currently selected option is clicked, enabling de-selection","GraphControls","Fri Jun 26 23:25:43 UTC 2026","passed","Fri Jun 26 23:25:43 UTC 2026","","Selecting a layout","",""
"","403","toggles sort order when clicking sortable header","ObjectsAccordion","Fri Jun 26 23:29:35 UTC 2026","passed","Fri Jun 26 23:29:35 UTC 2026","","","",""
"","388","toggles parent from all to none","GraphDataCheckboxes","Fri Jun 26 23:26:35 UTC 2026","passed","Fri Jun 26 23:26:35 UTC 2026","","","",""
"","152","should show a copy button if the cells text if the cell is not a boolean","ExploreTableDataCell","Fri Jun 26 23:29:48 UTC 2026","passed","Fri Jun 26 23:29:48 UTC 2026","","","",""
"Test cases for TestGraphQuery_RawCypherQuery","7","TestGraphQuery_RawCypherQuery","","Fri Jun 26 23:24:33 UTC 2026","passed","Fri Jun 26 23:24:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestGraphQuery_RawCypherQuery","TestGraphQuery_RawCypherQuery"
"","0","returns all environments when both ""yes"" and ""no"" filters are active","filterAndSearchEnvironments","Fri Jun 26 23:25:38 UTC 2026","passed","Fri Jun 26 23:25:38 UTC 2026","","collected filters","",""
"","333","renders an empty message for the entity panel before a node is selected","GroupManagement","Fri Jun 26 23:31:24 UTC 2026","passed","Fri Jun 26 23:31:24 UTC 2026","","","",""
"","8","renders without pulse animation by default","StatusIndicator","Fri Jun 26 23:30:22 UTC 2026","passed","Fri Jun 26 23:30:22 UTC 2026","","","",""
"Test cases for TestAssetGroupMembers_Filter_NotEquals","0","TestAssetGroupMembers_Filter_NotEquals","","Fri Jun 26 23:24:15 UTC 2026","passed","Fri Jun 26 23:24:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAssetGroupMembers_Filter_NotEquals","TestAssetGroupMembers_Filter_NotEquals"
"Test cases for TestResources_DeleteSavedQueryPermissions","2","TestResources_DeleteSavedQueryPermissions","","Fri Jun 26 23:24:27 UTC 2026","passed","Fri Jun 26 23:24:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQueryPermissions","TestResources_DeleteSavedQueryPermissions"
"Test cases for TestResources_GetShortestPath","10","TestResources_GetShortestPath","","Fri Jun 26 23:24:27 UTC 2026","passed","Fri Jun 26 23:24:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetShortestPath","TestResources_GetShortestPath"
"","2","removes the key when null is passed to the setter","useLocalStorage","Fri Jun 26 23:27:43 UTC 2026","passed","Fri Jun 26 23:27:43 UTC 2026","","setValue","",""
"","203","passes item props to Header and Content","<DetailsAccordion />","Fri Jun 26 23:27:09 UTC 2026","passed","Fri Jun 26 23:27:09 UTC 2026","","","",""
"","8","populates the cypher search field with the decoded query when the associated query params are set","useCypherSearch","Fri Jun 26 23:30:02 UTC 2026","passed","Fri Jun 26 23:30:02 UTC 2026","","","",""
"Test cases for TestGC_Name","0","TestGC_Name","","Fri Jun 26 23:24:29 UTC 2026","passed","Fri Jun 26 23:24:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/gc/TestGC_Name","TestGC_Name"
"","11","returns all collected environment ids associated to a given aggregation","getEnvironmentAggregationIds","Fri Jun 26 23:25:38 UTC 2026","passed","Fri Jun 26 23:25:38 UTC 2026","","","",""
"","437","should display CreateUserTokenDialog","UserTokenManagementDialog","Fri Jun 26 23:27:03 UTC 2026","passed","Fri Jun 26 23:27:03 UTC 2026","","when user clicks ""Create Token"" button","",""
