"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","191","renders the Cypher Rules Panel when clicking the Rule Tab","Selected Details Tab Content","Tue Mar 24 16:59:53 UTC 2026","passed","Tue Mar 24 16:59:54 UTC 2026","","","",""
"Test cases for TestMarshalBool","0","TestMarshalBool","","Tue Mar 24 16:55:03 UTC 2026","passed","Tue Mar 24 16:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalBool","TestMarshalBool"
"","472","clears applied filters when clicking the Clear button","Privilege Zones History Filter Dialog","Tue Mar 24 16:58:06 UTC 2026","passed","Tue Mar 24 16:58:07 UTC 2026","","","",""
"Test cases for TestWriteResultRawJson","0","TestWriteResultRawJson","","Tue Mar 24 16:55:06 UTC 2026","passed","Tue Mar 24 16:55:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestWriteResultRawJson","TestWriteResultRawJson"
"Test cases for TestExpireUserAuthSecret_Success","0","TestExpireUserAuthSecret_Success","","Tue Mar 24 16:55:08 UTC 2026","passed","Tue Mar 24 16:55:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestExpireUserAuthSecret_Success","TestExpireUserAuthSecret_Success"
"","0","returns empty array when combined filters match nothing","filterAndSearchEnvironments","Tue Mar 24 16:56:17 UTC 2026","passed","Tue Mar 24 16:56:17 UTC 2026","","combined filters","",""
"","1","If for some reason the node size is not defined return 1 as a default","getNodeRadius","Tue Mar 24 17:01:40 UTC 2026","passed","Tue Mar 24 17:01:40 UTC 2026","","","",""
"","0","returns a function that does not update searchParams if a key is not found in the updatedParams","searchParams","Tue Mar 24 16:59:10 UTC 2026","passed","Tue Mar 24 16:59:10 UTC 2026","","setSingleParamFactory","",""
"Test cases for TestResources_GetFlags","0","TestResources_GetFlags","","Tue Mar 24 16:55:01 UTC 2026","passed","Tue Mar 24 16:55:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetFlags","TestResources_GetFlags"
"","1895","should clear out the SSO Provider id from submission data when the authentication method is changed","CreateUserDialog","Tue Mar 24 16:56:39 UTC 2026","passed","Tue Mar 24 16:56:40 UTC 2026","","","",""
"Test cases for TestJSONFloat_MarshalJSON","1","TestJSONFloat_MarshalJSON","","Tue Mar 24 16:55:03 UTC 2026","passed","Tue Mar 24 16:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/nan/TestJSONFloat_MarshalJSON","TestJSONFloat_MarshalJSON"
"Test cases for TestAssetGroupSelectorSpec_Validate","0","TestAssetGroupSelectorSpec_Validate","","Tue Mar 24 16:55:03 UTC 2026","passed","Tue Mar 24 16:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestAssetGroupSelectorSpec_Validate","TestAssetGroupSelectorSpec_Validate"
"","16","should be aligned to right of screen","GenericErrorBoundaryFallback","Tue Mar 24 17:00:46 UTC 2026","passed","Tue Mar 24 17:00:46 UTC 2026","","","",""
"","1","filters by multiple platforms","filterAndSearchEnvironments","Tue Mar 24 16:56:17 UTC 2026","passed","Tue Mar 24 16:56:17 UTC 2026","","platform filters","",""
"Test cases for TestManagementResource_UpdateSAMLProviderRequest","13","TestManagementResource_UpdateSAMLProviderRequest","","Tue Mar 24 16:55:31 UTC 2026","passed","Tue Mar 24 16:55:31 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateSAMLProviderRequest","TestManagementResource_UpdateSAMLProviderRequest"
"","48","applies empty state height when no results","ActiveExtensionsCard","Tue Mar 24 16:56:24 UTC 2026","passed","Tue Mar 24 16:56:24 UTC 2026","","","",""
"","8","should render when search string at the end of the text","HighlightedText","Tue Mar 24 16:59:57 UTC 2026","passed","Tue Mar 24 16:59:57 UTC 2026","","","",""
"Test cases for TestFloatEqual","0","TestFloatEqual","","Tue Mar 24 16:55:03 UTC 2026","passed","Tue Mar 24 16:55:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatEqual","TestFloatEqual"
