"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestActivateMFA_Failure","737","TestActivateMFA_Failure","","Wed May 13 22:07:11 UTC 2026","passed","Wed May 13 22:07:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestActivateMFA_Failure","TestActivateMFA_Failure"
"","0","filters by multiple platforms","filterAndSearchEnvironments","Wed May 13 22:07:39 UTC 2026","passed","Wed May 13 22:07:39 UTC 2026","","platform filters","",""
"","407","toggles sort order when clicking sortable header","ObjectsAccordion","Wed May 13 22:11:27 UTC 2026","passed","Wed May 13 22:11:27 UTC 2026","","","",""
"","8","does not render highlight for non-active tag","SelectedHighlight","Wed May 13 22:11:30 UTC 2026","passed","Wed May 13 22:11:30 UTC 2026","","","",""
"","95","List Display Roles Hook is Loading","useListDisplayRoles","Wed May 13 22:08:49 UTC 2026","passed","Wed May 13 22:08:49 UTC 2026","","","",""
"","10","when there is no ID in the URL and no tags available, no ID is returned (it is undefined)","usePZQueryParams","Wed May 13 22:10:33 UTC 2026","passed","Wed May 13 22:10:33 UTC 2026","","","",""
"Test cases for TestResources_CreateSavedQuery_InvalidBody","0","TestResources_CreateSavedQuery_InvalidBody","","Wed May 13 22:06:37 UTC 2026","passed","Wed May 13 22:06:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateSavedQuery_InvalidBody","TestResources_CreateSavedQuery_InvalidBody"
"","858","should eventually render previously configured SSO providers","SSOConfiguration","Wed May 13 22:09:08 UTC 2026","passed","Wed May 13 22:09:09 UTC 2026","","","",""
"Test cases for TestStringValueOrZero","0","TestStringValueOrZero","","Wed May 13 22:06:40 UTC 2026","passed","Wed May 13 22:06:40 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringValueOrZero","TestStringValueOrZero"
"","194","allows a user to upload a single file and displays its name in the dialog","SchemaUploadDialog","Wed May 13 22:08:40 UTC 2026","passed","Wed May 13 22:08:41 UTC 2026","","","",""
"","169","renders the component with all info and switch off","CitrixRDPConfiguration","Wed May 13 22:09:21 UTC 2026","passed","Wed May 13 22:09:21 UTC 2026","","Initial render","",""
"Test cases for TestManagementResource_DeleteUser_UserBhCtxNotFound","0","TestManagementResource_DeleteUser_UserBhCtxNotFound","","Wed May 13 22:06:59 UTC 2026","passed","Wed May 13 22:06:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_UserBhCtxNotFound","TestManagementResource_DeleteUser_UserBhCtxNotFound"
"","7","should not render a Field when the provided value is []","Field","Wed May 13 22:11:54 UTC 2026","passed","Wed May 13 22:11:54 UTC 2026","","","",""
"","1","handles environment with impactValue at exact threshold boundaries","filterAndSearchEnvironments","Wed May 13 22:07:39 UTC 2026","passed","Wed May 13 22:07:39 UTC 2026","","edge cases","",""
"","119","updates value when a valid date typed","ManagedDatePicker - value","Wed May 13 22:10:10 UTC 2026","passed","Wed May 13 22:10:10 UTC 2026","","","",""
"","47","links to the specified route with global params intact when triggered by a splat route","AppLink","Wed May 13 22:10:38 UTC 2026","passed","Wed May 13 22:10:38 UTC 2026","","","",""
"Test cases for TestResources_GetAnalysisRequest","0","TestResources_GetAnalysisRequest","","Wed May 13 22:06:37 UTC 2026","passed","Wed May 13 22:06:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAnalysisRequest","TestResources_GetAnalysisRequest"
"Test cases for TestResources_ShareSavedQueriesPermissions_NonAdmin","1","TestResources_ShareSavedQueriesPermissions_NonAdmin","","Wed May 13 22:06:37 UTC 2026","passed","Wed May 13 22:06:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ShareSavedQueriesPermissions_NonAdmin","TestResources_ShareSavedQueriesPermissions_NonAdmin"
"","760","should render a create user form","CreateUserDialog","Wed May 13 22:08:08 UTC 2026","passed","Wed May 13 22:08:08 UTC 2026","","","",""
"","1","returns all environments when no filters are active","filterAndSearchEnvironments","Wed May 13 22:07:39 UTC 2026","passed","Wed May 13 22:07:39 UTC 2026","","with no filters applied","",""
"","0","handles empty search string","filterAndSearchEnvironments","Wed May 13 22:07:39 UTC 2026","passed","Wed May 13 22:07:39 UTC 2026","","search filter","",""
"Test cases for Test_ParseGraphSortParameters_Success","0","Test_ParseGraphSortParameters_Success","","Wed May 13 22:06:27 UTC 2026","passed","Wed May 13 22:06:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/Test_ParseGraphSortParameters_Success","Test_ParseGraphSortParameters_Success"
"Test cases for TestResources_ListADEntityRDPRights","1","TestResources_ListADEntityRDPRights","","Wed May 13 22:06:37 UTC 2026","passed","Wed May 13 22:06:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityRDPRights","TestResources_ListADEntityRDPRights"
"Test cases for TestParseKind","0","TestParseKind","","Wed May 13 22:06:54 UTC 2026","passed","Wed May 13 22:06:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestParseKind","TestParseKind"
"","133","should show a copy button if the cells text if the cell is not a boolean","ExploreTableDataCell","Wed May 13 22:11:43 UTC 2026","passed","Wed May 13 22:11:43 UTC 2026","","","",""
