"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","182","does not make feature-flag request if user is not fully authenticated","app","Fri Feb 20 21:22:39 UTC 2026","passed","Fri Feb 20 21:22:39 UTC 2026","","<Inner />","",""
"Test cases for TestResources_UpdateAssetGroupSelectors_SuccessT0","0","TestResources_UpdateAssetGroupSelectors_SuccessT0","","Fri Feb 20 21:16:55 UTC 2026","passed","Fri Feb 20 21:16:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateAssetGroupSelectors_SuccessT0","TestResources_UpdateAssetGroupSelectors_SuccessT0"
"Test cases for TestTimeEqual","0","TestTimeEqual","","Fri Feb 20 21:16:58 UTC 2026","passed","Fri Feb 20 21:16:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeEqual","TestTimeEqual"
"","49","Calls the cypher search endpoint for a node with a type that is not in our schema","EntityObjectInformation","Fri Feb 20 21:19:33 UTC 2026","passed","Fri Feb 20 21:19:33 UTC 2026","","","",""
"","115","should call onCancel when cancel button clicked","LoginViaSSOForm","Fri Feb 20 21:20:13 UTC 2026","passed","Fri Feb 20 21:20:13 UTC 2026","","","",""
"","41","does not render count for a selected zone if prop is not set","DynamicDetails","Fri Feb 20 21:18:47 UTC 2026","passed","Fri Feb 20 21:18:47 UTC 2026","","","",""
"","277","renders the form for editing an existing zone","Tag Form","Fri Feb 20 21:17:27 UTC 2026","passed","Fri Feb 20 21:17:28 UTC 2026","","","",""
"Test cases for TestSignRequestAtInternalError","0","TestSignRequestAtInternalError","","Fri Feb 20 21:16:53 UTC 2026","passed","Fri Feb 20 21:16:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestAtInternalError","TestSignRequestAtInternalError"
"","3354","Typing in the search bar filters the results","ExploreTable","Fri Feb 20 21:17:26 UTC 2026","passed","Fri Feb 20 21:17:29 UTC 2026","","","",""
"","67","should style the powered-by to display when nav is expanded","MainNav","Fri Feb 20 21:18:09 UTC 2026","passed","Fri Feb 20 21:18:09 UTC 2026","","","",""
