"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestStringFrom","0","TestStringFrom","","Fri Apr 24 21:29:42 UTC 2026","passed","Fri Apr 24 21:29:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringFrom","TestStringFrom"
"Test cases for TestResources_UpdateSavedQuery_AdminPublicQuery_Success","0","TestResources_UpdateSavedQuery_AdminPublicQuery_Success","","Fri Apr 24 21:29:41 UTC 2026","passed","Fri Apr 24 21:29:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_AdminPublicQuery_Success","TestResources_UpdateSavedQuery_AdminPublicQuery_Success"
"","319","should call onClose when the Close button is clicked","UpsertSAMLProviderForm","Fri Apr 24 21:34:16 UTC 2026","passed","Fri Apr 24 21:34:16 UTC 2026","","","",""
"Test cases for TestBuildErrorResponseInternalServerError","0","TestBuildErrorResponseInternalServerError","","Fri Apr 24 21:29:31 UTC 2026","passed","Fri Apr 24 21:29:31 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseInternalServerError","TestBuildErrorResponseInternalServerError"
"","1233","renders a table if the query has NO node edges","GraphView","Fri Apr 24 21:36:11 UTC 2026","passed","Fri Apr 24 21:36:13 UTC 2026","","","",""
"","0","returns true if arrays are equal","areArraysSimilar","Fri Apr 24 21:35:06 UTC 2026","passed","Fri Apr 24 21:35:06 UTC 2026","","","",""
"","1124","renders asset group edit options with graph write permissions","ContextMenu","Fri Apr 24 21:32:02 UTC 2026","passed","Fri Apr 24 21:32:03 UTC 2026","","","",""
"","4","matches all AD edges","Make sure pathfinding filterable edges match schemagen","Fri Apr 24 21:35:26 UTC 2026","passed","Fri Apr 24 21:35:26 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_OnlyOffset","0","TestResources_ListAuditLogs_OnlyOffset","","Fri Apr 24 21:29:41 UTC 2026","passed","Fri Apr 24 21:29:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_OnlyOffset","TestResources_ListAuditLogs_OnlyOffset"
"","70","clicking a disabled header does not toggle content","<DetailsAccordion />","Fri Apr 24 21:32:11 UTC 2026","passed","Fri Apr 24 21:32:11 UTC 2026","","","",""
"","0","returns Cypher message when ruleType is SeedTypeCypher and seeds are required","getErrorMessage","Fri Apr 24 21:31:52 UTC 2026","passed","Fri Apr 24 21:31:52 UTC 2026","","","",""
"","0","returns disabled config when any required param is falsey","useExploreGraph","Fri Apr 24 21:31:38 UTC 2026","passed","Fri Apr 24 21:31:38 UTC 2026","relationship search queries","exploreGraphQueryFactory","",""
"","361","displays 0 when a given sections returns empty, and sums the rest of the sections correctly","EntityInfoDataTableGraphed","Fri Apr 24 21:32:33 UTC 2026","passed","Fri Apr 24 21:32:33 UTC 2026","","Node count for nested table that counts all sections","",""
"","0","returns fallback Cypher message when ruleType is undefined and seeds are required","getErrorMessage","Fri Apr 24 21:31:52 UTC 2026","passed","Fri Apr 24 21:31:52 UTC 2026","","","",""
"","157","shows ""Select All"" when not all columns are selected","ManageColumnsComboBox","Fri Apr 24 21:32:11 UTC 2026","passed","Fri Apr 24 21:32:11 UTC 2026","","","",""
"","22","tag members refetches on environment change","the useAssetGroupTags utilities","Fri Apr 24 21:32:07 UTC 2026","passed","Fri Apr 24 21:32:07 UTC 2026","","","",""
"Test cases for TestResources_GetDatabaseCompleteness","96","TestResources_GetDatabaseCompleteness","","Fri Apr 24 21:29:41 UTC 2026","passed","Fri Apr 24 21:29:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetDatabaseCompleteness","TestResources_GetDatabaseCompleteness"
"","228","Toggles node and edge labels on/off depending on their existing state","GraphControls","Fri Apr 24 21:31:48 UTC 2026","passed","Fri Apr 24 21:31:48 UTC 2026","","Toggling labels","",""
"","1058","should display a dropdown when a user types a partial query that can be autocompleted","CypherSearch","Fri Apr 24 21:31:23 UTC 2026","passed","Fri Apr 24 21:31:24 UTC 2026","","","",""
"Test cases for TestResources_ListADDomainForeignAdmins","0","TestResources_ListADDomainForeignAdmins","","Fri Apr 24 21:29:41 UTC 2026","passed","Fri Apr 24 21:29:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainForeignAdmins","TestResources_ListADDomainForeignAdmins"
"Test cases for TestRequestWaitDuration_Failure","0","TestRequestWaitDuration_Failure","","Fri Apr 24 21:29:33 UTC 2026","passed","Fri Apr 24 21:29:33 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestRequestWaitDuration_Failure","TestRequestWaitDuration_Failure"
"Test cases for TestHandleDatabaseErrorNotFound","0","TestHandleDatabaseErrorNotFound","","Fri Apr 24 21:29:31 UTC 2026","passed","Fri Apr 24 21:29:31 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestHandleDatabaseErrorNotFound","TestHandleDatabaseErrorNotFound"
"Test cases for Test_ParseGraphSortParameters_Success","0","Test_ParseGraphSortParameters_Success","","Fri Apr 24 21:29:31 UTC 2026","passed","Fri Apr 24 21:29:31 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/Test_ParseGraphSortParameters_Success","Test_ParseGraphSortParameters_Success"
"","3","abbreviates numbers larger than 1000 and should not round the tenth place digit","numberFormatting","Fri Apr 24 21:33:21 UTC 2026","passed","Fri Apr 24 21:33:21 UTC 2026","","","",""
"","11","makes no count request when neither a Tag or Rule is selected (tagId and ruleId are undefined from path params","useObjectCounts","Fri Apr 24 21:35:01 UTC 2026","passed","Fri Apr 24 21:35:01 UTC 2026","","","",""
"Test cases for TestResources_GetEdgeRelayTargets","86","TestResources_GetEdgeRelayTargets","","Fri Apr 24 21:29:41 UTC 2026","passed","Fri Apr 24 21:29:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetEdgeRelayTargets","TestResources_GetEdgeRelayTargets"
"","7","does not render highlight for non-active tag","SelectedHighlight","Fri Apr 24 21:34:35 UTC 2026","passed","Fri Apr 24 21:34:35 UTC 2026","","","",""
"Test cases for TestParseOptionalBool","0","TestParseOptionalBool","","Fri Apr 24 21:29:30 UTC 2026","passed","Fri Apr 24 21:29:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestParseOptionalBool","TestParseOptionalBool"
"Test cases for TestResources_ListAuditLogs_InvalidSkip","0","TestResources_ListAuditLogs_InvalidSkip","","Fri Apr 24 21:29:41 UTC 2026","passed","Fri Apr 24 21:29:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_InvalidSkip","TestResources_ListAuditLogs_InvalidSkip"
"","67","initializes the categories with just the built-in defaults when edge endpoint returns nothing","useEdgeCategories","Fri Apr 24 21:32:28 UTC 2026","passed","Fri Apr 24 21:32:28 UTC 2026","","","",""
"","122","should render tag to Label content","TagToZoneLabelDialog","Fri Apr 24 21:33:25 UTC 2026","passed","Fri Apr 24 21:33:25 UTC 2026","","","",""
"Test cases for TestManagementResource_OIDCLoginHandler","14","TestManagementResource_OIDCLoginHandler","","Fri Apr 24 21:30:11 UTC 2026","passed","Fri Apr 24 21:30:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_OIDCLoginHandler","TestManagementResource_OIDCLoginHandler"
"","52","upon selecting a source and destination node, updates the URL with a searchType of 'pathfinding' and the object ids for the source and destination nodes","usePathfindingSearch","Fri Apr 24 21:32:59 UTC 2026","passed","Fri Apr 24 21:33:00 UTC 2026","","","",""
"","193","calls onToggleEdgeLabels when click show all edge labels","GraphControls","Fri Apr 24 21:31:47 UTC 2026","passed","Fri Apr 24 21:31:47 UTC 2026","","Toggling labels","",""
"","311","should disable Cancel and Save buttons while isLoading is true","UpdateUserDialog","Fri Apr 24 21:31:25 UTC 2026","passed","Fri Apr 24 21:31:25 UTC 2026","","","",""
"","5","optionally allows the consumer to pass a query to performSearch() and adds that query to the url","useCypherSearch","Fri Apr 24 21:35:01 UTC 2026","passed","Fri Apr 24 21:35:01 UTC 2026","","","",""
"","151","should fire Cancel once with false","ConfirmationDialog","Fri Apr 24 21:35:16 UTC 2026","passed","Fri Apr 24 21:35:16 UTC 2026","","","",""
"TestCacheEntryDigester_DigestEndpoint_MatchByProperty tests the sorting and hashinglogic when MatchBy is set to MatchByProperty.","1","TestCacheEntryDigester_DigestEndpoint_MatchByProperty","","Fri Apr 24 21:29:44 UTC 2026","passed","Fri Apr 24 21:29:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/endpoint/TestCacheEntryDigester_DigestEndpoint_MatchByProperty","TestCacheEntryDigester_DigestEndpoint_MatchByProperty"
"","0","The node radius is adjusted to take into account the current camera zoom ratio","getNodeRadius","Fri Apr 24 21:36:25 UTC 2026","passed","Fri Apr 24 21:36:25 UTC 2026","","","",""
