"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestWriteResponseWrapperWithPagination","0","TestWriteResponseWrapperWithPagination","","Fri Mar 27 18:59:26 UTC 2026","passed","Fri Mar 27 18:59:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestWriteResponseWrapperWithPagination","TestWriteResponseWrapperWithPagination"
"Test cases for Test_NewSpecWithHooks","0","Test_NewSpecWithHooks","","Fri Mar 27 19:00:00 UTC 2026","passed","Fri Mar 27 19:00:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_NewSpecWithHooks","Test_NewSpecWithHooks"
"Test cases for TestOpenGraphSchemaService_GetSchemaFindings","2","TestOpenGraphSchemaService_GetSchemaFindings","","Fri Mar 27 18:59:43 UTC 2026","passed","Fri Mar 27 18:59:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/opengraphschema/TestOpenGraphSchemaService_GetSchemaFindings","TestOpenGraphSchemaService_GetSchemaFindings"
"","0","returns true if value is null","searchParams","Fri Mar 27 19:03:37 UTC 2026","passed","Fri Mar 27 19:03:37 UTC 2026","","isEmptyParam","",""
"","207","Download button causes the json2csv function to be called","ExploreTable","Fri Mar 27 19:00:32 UTC 2026","passed","Fri Mar 27 19:00:32 UTC 2026","","","",""
"Test cases for TestBoolValueOrZero","0","TestBoolValueOrZero","","Fri Mar 27 18:59:39 UTC 2026","passed","Fri Mar 27 18:59:39 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolValueOrZero","TestBoolValueOrZero"
"","3","returns true when WebGL is available in the current browser context","WebGL compatibility check","Fri Mar 27 19:05:17 UTC 2026","passed","Fri Mar 27 19:05:17 UTC 2026","","","",""
"Test cases for TestSupportsETACMiddleware","0","TestSupportsETACMiddleware","","Fri Mar 27 18:59:29 UTC 2026","passed","Fri Mar 27 18:59:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestSupportsETACMiddleware","TestSupportsETACMiddleware"
"Test cases for TestValidateRequestSignature","210","TestValidateRequestSignature","","Fri Mar 27 18:59:26 UTC 2026","passed","Fri Mar 27 18:59:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestValidateRequestSignature","TestValidateRequestSignature"
"","27","renders custom icon correctly","NodeIcon","Fri Mar 27 19:04:32 UTC 2026","passed","Fri Mar 27 19:04:32 UTC 2026","","","",""
"Test cases for TestRoleAssignments_NodesWithRole","0","TestRoleAssignments_NodesWithRole","","Fri Mar 27 18:59:58 UTC 2026","passed","Fri Mar 27 18:59:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestRoleAssignments_NodesWithRole","TestRoleAssignments_NodesWithRole"
"","367","disables checkboxes by default","SourceKindsCheckboxes","Fri Mar 27 19:02:27 UTC 2026","passed","Fri Mar 27 19:02:27 UTC 2026","","","",""
"Test cases for TestFloatFromPtr","0","TestFloatFromPtr","","Fri Mar 27 18:59:39 UTC 2026","passed","Fri Mar 27 18:59:39 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatFromPtr","TestFloatFromPtr"
"","113","should display the ""User Information"" header","UserProfile","Fri Mar 27 19:01:55 UTC 2026","passed","Fri Mar 27 19:01:55 UTC 2026","","","",""
"Test cases for TestResources_GetAIACAEntityInfo","210","TestResources_GetAIACAEntityInfo","","Fri Mar 27 18:59:36 UTC 2026","passed","Fri Mar 27 18:59:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAIACAEntityInfo","TestResources_GetAIACAEntityInfo"
"Test cases for TestGetLatestQueryParameter","0","TestGetLatestQueryParameter","","Fri Mar 27 18:59:36 UTC 2026","passed","Fri Mar 27 18:59:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetLatestQueryParameter","TestGetLatestQueryParameter"
"Test cases for TestResources_ListADOUContainedUsers","1","TestResources_ListADOUContainedUsers","","Fri Mar 27 18:59:36 UTC 2026","passed","Fri Mar 27 18:59:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADOUContainedUsers","TestResources_ListADOUContainedUsers"
"Test cases for TestCache_Get","1","TestCache_Get","","Fri Mar 27 18:59:59 UTC 2026","passed","Fri Mar 27 18:59:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_Get","TestCache_Get"
"","75","should display a message","CypherSearchMessage","Fri Mar 27 19:05:17 UTC 2026","passed","Fri Mar 27 19:05:17 UTC 2026","","","",""
"","918","handles adding to tier zero asset group","AssetGroupMenuItem","Fri Mar 27 19:05:37 UTC 2026","passed","Fri Mar 27 19:05:38 UTC 2026","","adding to an asset group","",""
"","1","calculates skip correctly for pageParam > 1","createHistoryParams","Fri Mar 27 19:04:12 UTC 2026","passed","Fri Mar 27 19:04:12 UTC 2026","","","",""
"","36","should highlight main nav route when navigating to child route","Main Nav Route Highlighting","Fri Mar 27 19:01:16 UTC 2026","passed","Fri Mar 27 19:01:16 UTC 2026","","","",""
"","13","when there is no ID in the URL and no tags available, no ID is returned (it is undefined)","usePZQueryParams","Fri Mar 27 19:03:20 UTC 2026","passed","Fri Mar 27 19:03:20 UTC 2026","","","",""
"","394","should render","OneTimePasscodeForm","Fri Mar 27 19:04:20 UTC 2026","passed","Fri Mar 27 19:04:20 UTC 2026","","","",""
"","298","fires click handlers","ConfirmDeleteQueryDialog","Fri Mar 27 19:05:03 UTC 2026","passed","Fri Mar 27 19:05:03 UTC 2026","","","",""
"","44","passes data to testing component","SavedQueriesProvider","Fri Mar 27 19:04:51 UTC 2026","passed","Fri Mar 27 19:04:51 UTC 2026","","","",""
"Test cases for TestGetVersion","0","TestGetVersion","","Fri Mar 27 18:59:36 UTC 2026","passed","Fri Mar 27 18:59:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetVersion","TestGetVersion"
"","182","should call ""onCancel one time""","Enable2FADialog","Fri Mar 27 19:03:49 UTC 2026","passed","Fri Mar 27 19:03:49 UTC 2026","","user clicks ""Cancel"" button","",""
"Test cases for TestQueries_GetRequestedType","0","TestQueries_GetRequestedType","","Fri Mar 27 18:59:41 UTC 2026","passed","Fri Mar 27 18:59:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_GetRequestedType","TestQueries_GetRequestedType"
"","1694","does not show the ""Disable MFA"" context menu option for users without MFA enabled","Users","Fri Mar 27 19:02:15 UTC 2026","passed","Fri Mar 27 19:02:17 UTC 2026","","","",""
"Test cases for TestFlatMap","0","TestFlatMap","","Fri Mar 27 19:00:00 UTC 2026","passed","Fri Mar 27 19:00:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestFlatMap","TestFlatMap"
"Test cases for TestResources_ListTrustedCAs","1","TestResources_ListTrustedCAs","","Fri Mar 27 18:59:36 UTC 2026","passed","Fri Mar 27 18:59:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListTrustedCAs","TestResources_ListTrustedCAs"
"Test cases for TestManagementResource_DeleteUser_UserBhCtxNotFound","0","TestManagementResource_DeleteUser_UserBhCtxNotFound","","Fri Mar 27 18:59:56 UTC 2026","passed","Fri Mar 27 18:59:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_UserBhCtxNotFound","TestManagementResource_DeleteUser_UserBhCtxNotFound"
"","0","returns default error message for unknown API messages","getErrorMessage","Fri Mar 27 19:01:17 UTC 2026","passed","Fri Mar 27 19:01:17 UTC 2026","","","",""
"","22","should display hidden label for hidden edge","EdgeInfoHeader","Fri Mar 27 19:03:47 UTC 2026","passed","Fri Mar 27 19:03:47 UTC 2026","","","",""
"","44","should redirect to nested /file-ingest route if user navigates to an invalid route","Administration","Fri Mar 27 19:06:06 UTC 2026","passed","Fri Mar 27 19:06:06 UTC 2026","","","",""
"Test cases for TestStringEqual","0","TestStringEqual","","Fri Mar 27 18:59:39 UTC 2026","passed","Fri Mar 27 18:59:39 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringEqual","TestStringEqual"
"Test cases for TestParsePreferHeaderWait","1","TestParsePreferHeaderWait","","Fri Mar 27 18:59:29 UTC 2026","passed","Fri Mar 27 18:59:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestParsePreferHeaderWait","TestParsePreferHeaderWait"
"","678","should allow user to configure 2fa","Enable2FADialog","Fri Mar 27 19:03:03 UTC 2026","passed","Fri Mar 27 19:03:04 UTC 2026","","","",""
"","0","should return true when tag partially matches term","OperationsFilterPlugin","Fri Mar 27 19:05:14 UTC 2026","passed","Fri Mar 27 19:05:14 UTC 2026","","","",""
