"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","196","should display error message when error prop is provided","UpdateUserDialog","Mon Jun 29 18:46:31 UTC 2026","passed","Mon Jun 29 18:46:31 UTC 2026","","","",""
"","141","shows formatted expiration date (yyyy-MM-dd) when expires_at is set","UserTokenManagementDialog - API Expiration Date column","Mon Jun 29 18:47:06 UTC 2026","passed","Mon Jun 29 18:47:06 UTC 2026","","","",""
"","66","fails checks if the user does not have a matching permission","usePermissions","Mon Jun 29 18:47:33 UTC 2026","passed","Mon Jun 29 18:47:33 UTC 2026","","","",""
"TestRegister_RoutesRequireAuthentication dispatches real requests through the wiredrouter to verify that the registered routes are guarded by authentication middleware.The handlers themselves trust the middleware to enforce this contract; if the routewireup ever loses RequirePermissions/RequireAuth, this test will fail.","1","TestRegister_RoutesRequireAuthentication","","Mon Jun 29 18:45:04 UTC 2026","passed","Mon Jun 29 18:45:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/analysis/internal/routes/TestRegister_RoutesRequireAuthentication","TestRegister_RoutesRequireAuthentication"
"","12","shows items when the flag is enabled","useSubNavRoutes","Mon Jun 29 18:48:05 UTC 2026","passed","Mon Jun 29 18:48:05 UTC 2026","","featureFlag gate","",""
"","69","applies the given filters","useFinishedJobs","Mon Jun 29 18:47:58 UTC 2026","passed","Mon Jun 29 18:47:58 UTC 2026","","","",""
"","219","clears value if input is empty","ManagedDatePicker - input","Mon Jun 29 18:48:22 UTC 2026","passed","Mon Jun 29 18:48:22 UTC 2026","","","",""
"Test cases for TestValidateTOTPSecret","0","TestValidateTOTPSecret","","Mon Jun 29 18:44:14 UTC 2026","passed","Mon Jun 29 18:44:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/auth/TestValidateTOTPSecret","TestValidateTOTPSecret"
"","0","returns true if arrays have same content in different order","areArraysSimilar","Mon Jun 29 18:50:17 UTC 2026","passed","Mon Jun 29 18:50:17 UTC 2026","","","",""
"","1","should exclude tags and operations that do not match the term","opsFilter","Mon Jun 29 18:49:41 UTC 2026","passed","Mon Jun 29 18:49:41 UTC 2026","","","",""
"","64","enables pulling an ordered list of tags by position ascending","the useAssetGroupTags utilities","Mon Jun 29 18:47:10 UTC 2026","passed","Mon Jun 29 18:47:10 UTC 2026","","","",""
"","1","returns true when the highlighted item is an edge in the graph","SigmaChart Utils","Mon Jun 29 18:51:34 UTC 2026","passed","Mon Jun 29 18:51:34 UTC 2026","","getIsHighlightedItemInGraph","",""
"","1011","calls the passed in cancel handler when clicking the Cancel button","Glyph Select Dialog","Mon Jun 29 18:50:15 UTC 2026","passed","Mon Jun 29 18:50:16 UTC 2026","","","",""
"","4174","subcategory with duplicate name does not show indeterminate when all its children are unchecked","Pathfinding","Mon Jun 29 18:46:55 UTC 2026","passed","Mon Jun 29 18:46:59 UTC 2026","","","",""
"TestRegister_WiresFeatureRoutes verifies that the composition root correctlyattaches the feature module routes to the shared router. Matching arepresentative route from each module proves that Register successfullydelegated to the feature modules.","0","TestRegister_WiresFeatureRoutes","","Mon Jun 29 18:45:07 UTC 2026","passed","Mon Jun 29 18:45:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/modules/TestRegister_WiresFeatureRoutes","TestRegister_WiresFeatureRoutes"
"","243","Hides selector information if additionalSections is false","EntityInfoDataTableList","Mon Jun 29 18:48:37 UTC 2026","passed","Mon Jun 29 18:48:37 UTC 2026","","","",""
"Test cases for TestResources_GetOUEntityInfo","1","TestResources_GetOUEntityInfo","","Mon Jun 29 18:44:13 UTC 2026","passed","Mon Jun 29 18:44:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetOUEntityInfo","TestResources_GetOUEntityInfo"
"","292","renders with applied filters","Privilege Zones History Filter Dialog","Mon Jun 29 18:47:57 UTC 2026","passed","Mon Jun 29 18:47:57 UTC 2026","","","",""
"","3","A warning is printed when node positions are not available to apply from","applyNodePositionsFromGraphlibGraph","Mon Jun 29 18:51:36 UTC 2026","passed","Mon Jun 29 18:51:36 UTC 2026","","","",""
"","309","prevents a user from proceeding if the file is not valid","ImportQueryDialog","Mon Jun 29 18:50:32 UTC 2026","passed","Mon Jun 29 18:50:32 UTC 2026","","","",""
"","84","should not display api key management button","Api Keys","Mon Jun 29 18:47:41 UTC 2026","passed","Mon Jun 29 18:47:41 UTC 2026","","","",""
"Test cases for TestResources_PreviewSelectors","0","TestResources_PreviewSelectors","","Mon Jun 29 18:44:13 UTC 2026","passed","Mon Jun 29 18:44:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_PreviewSelectors","TestResources_PreviewSelectors"
"Test cases for TestMatches_FailureStatus","0","TestMatches_FailureStatus","","Mon Jun 29 18:44:18 UTC 2026","passed","Mon Jun 29 18:44:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureStatus","TestMatches_FailureStatus"
"","10","safely handles removing nonexistent key","useObjectState","Mon Jun 29 18:49:54 UTC 2026","passed","Mon Jun 29 18:49:54 UTC 2026","","","",""
"Test cases for TestManagementResource_ListAuthTokens_DBError","0","TestManagementResource_ListAuthTokens_DBError","","Mon Jun 29 18:44:41 UTC 2026","passed","Mon Jun 29 18:44:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_DBError","TestManagementResource_ListAuthTokens_DBError"
"","143","shows ""Expired"" in red when the expiration date has already passed","UserTokenManagementDialog - API Expiration Date column","Mon Jun 29 18:47:06 UTC 2026","passed","Mon Jun 29 18:47:06 UTC 2026","","","",""
"","1","filters by moderate risk level","filterAndSearchEnvironments","Mon Jun 29 18:45:40 UTC 2026","passed","Mon Jun 29 18:45:40 UTC 2026","","risk filters","",""
"Test cases for TestFetchTenants","0","TestFetchTenants","","Mon Jun 29 18:44:42 UTC 2026","passed","Mon Jun 29 18:44:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestFetchTenants","TestFetchTenants"
"","4","returns {enabled: false} if there is not a match on the switch statement","useExploreGraph","Mon Jun 29 18:46:43 UTC 2026","passed","Mon Jun 29 18:46:43 UTC 2026","","exploreGraphQueryFactory","",""
"","66","should render a Field when the provided value is false","Field","Mon Jun 29 18:50:04 UTC 2026","passed","Mon Jun 29 18:50:04 UTC 2026","","","",""
"Test cases for TestOpenScratchReadSeeker","25","TestOpenScratchReadSeeker","","Mon Jun 29 18:44:22 UTC 2026","passed","Mon Jun 29 18:44:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestOpenScratchReadSeeker","TestOpenScratchReadSeeker"
"","11866","checking a category updates all children and grandchildren","Pathfinding","Mon Jun 29 18:46:04 UTC 2026","passed","Mon Jun 29 18:46:16 UTC 2026","","","",""
"","135","passes check if the user has a required permission","usePermissions","Mon Jun 29 18:47:32 UTC 2026","passed","Mon Jun 29 18:47:33 UTC 2026","","","",""
"","12","disables the upload button and does not populate a table if the user lacks the permission","File Upload","Mon Jun 29 18:47:43 UTC 2026","passed","Mon Jun 29 18:47:43 UTC 2026","","","",""
"","14","omits sections whose items are all filtered out","useSubNavRoutes","Mon Jun 29 18:48:05 UTC 2026","passed","Mon Jun 29 18:48:05 UTC 2026","","","",""
"","160","should render tag to Label content","TagToZoneLabelDialog","Mon Jun 29 18:48:33 UTC 2026","passed","Mon Jun 29 18:48:33 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_InvalidColumn","0","TestResources_ListAuditLogs_InvalidColumn","","Mon Jun 29 18:44:13 UTC 2026","passed","Mon Jun 29 18:44:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_InvalidColumn","TestResources_ListAuditLogs_InvalidColumn"
"","50","tag members refetches on sort change","the useAssetGroupTags utilities","Mon Jun 29 18:47:10 UTC 2026","passed","Mon Jun 29 18:47:10 UTC 2026","","","",""
"","1","returns query config when searchType is composition and all required params are passed","useExploreGraph","Mon Jun 29 18:46:43 UTC 2026","passed","Mon Jun 29 18:46:43 UTC 2026","composition search queries","exploreGraphQueryFactory","",""
"Test cases for Test_sortAndSliceResults_limit","0","Test_sortAndSliceResults_limit","","Mon Jun 29 18:44:19 UTC 2026","passed","Mon Jun 29 18:44:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_sortAndSliceResults_limit","Test_sortAndSliceResults_limit"
"Test cases for TestLocalStore_Stat","40","TestLocalStore_Stat","","Mon Jun 29 18:45:02 UTC 2026","passed","Mon Jun 29 18:45:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/storage/TestLocalStore_Stat","TestLocalStore_Stat"
"Test cases for TestNewAuditLog","0","TestNewAuditLog","","Mon Jun 29 18:44:17 UTC 2026","passed","Mon Jun 29 18:44:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestNewAuditLog","TestNewAuditLog"
"","301","opens confirmation dialog when delete button is clicked","ActiveExtensionsCard","Mon Jun 29 18:45:43 UTC 2026","passed","Mon Jun 29 18:45:43 UTC 2026","","","",""
"Test cases for TestParseUUID","1","TestParseUUID","","Mon Jun 29 18:44:41 UTC 2026","passed","Mon Jun 29 18:44:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestParseUUID","TestParseUUID"
"","26","returns azure environmentInfo when environmentAggregation param is azure","useAvailableEnvironments","Mon Jun 29 18:48:06 UTC 2026","passed","Mon Jun 29 18:48:06 UTC 2026","","useSelectedEnvironment","",""
"","9","hides items while permissions are loading","useSubNavRoutes","Mon Jun 29 18:48:05 UTC 2026","passed","Mon Jun 29 18:48:05 UTC 2026","","adminOnly gate","",""
"Test cases for TestInt64FromPtr","0","TestInt64FromPtr","","Mon Jun 29 18:44:17 UTC 2026","passed","Mon Jun 29 18:44:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64FromPtr","TestInt64FromPtr"
"","4260","calls onExploreMenuCollapse again when user reopens widget and runs another multi-node query","CypherSearch","Mon Jun 29 18:46:28 UTC 2026","passed","Mon Jun 29 18:46:32 UTC 2026","","Minimize explorer page elements when multiple nodes are returned","",""
"Test cases for TestService_GetFlagByKey","0","TestService_GetFlagByKey","","Mon Jun 29 18:45:04 UTC 2026","passed","Mon Jun 29 18:45:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/server/featureflags/internal/services/TestService_GetFlagByKey","TestService_GetFlagByKey"
"","136","should fire Cancel once with false","ConfirmationDialog","Mon Jun 29 18:50:27 UTC 2026","passed","Mon Jun 29 18:50:27 UTC 2026","","","",""
"","1908","should display search results when the user enters text","AssetGroupEdit","Mon Jun 29 18:48:55 UTC 2026","passed","Mon Jun 29 18:48:57 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupTags","1","TestResources_GetAssetGroupTags","","Mon Jun 29 18:44:13 UTC 2026","passed","Mon Jun 29 18:44:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupTags","TestResources_GetAssetGroupTags"
