"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_ImportSavedQuery","15","TestResources_ImportSavedQuery","","Mon Apr 27 20:05:28 UTC 2026","passed","Mon Apr 27 20:05:28 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ImportSavedQuery","TestResources_ImportSavedQuery"
"","62","when session token or user are null, redirects to /login","AuthenticatedRoute","Mon Apr 27 20:11:54 UTC 2026","passed","Mon Apr 27 20:11:54 UTC 2026","","","",""
"","284","adds a ""Close"" button that closes the dialog after a failed upload","SchemaUploadDialog","Mon Apr 27 20:07:27 UTC 2026","passed","Mon Apr 27 20:07:27 UTC 2026","","","",""
"Test cases for TestPredefinedNodeNamePrefixes","0","TestPredefinedNodeNamePrefixes","","Mon Apr 27 20:05:45 UTC 2026","passed","Mon Apr 27 20:05:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestPredefinedNodeNamePrefixes","TestPredefinedNodeNamePrefixes"
"","574","clears input when dialog is closed and reopened","ActiveExtensionsCard","Mon Apr 27 20:06:36 UTC 2026","passed","Mon Apr 27 20:06:36 UTC 2026","","","",""
"Test cases for Test_signedRequestDate","0","Test_signedRequestDate","","Mon Apr 27 20:05:23 UTC 2026","passed","Mon Apr 27 20:05:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/Test_signedRequestDate","Test_signedRequestDate"
"","73","should on clicking collapse all remove expandedPanelSections param from url and set isObjectInfoPanelOpen in context to false","EdgeInfoHeader","Mon Apr 27 20:09:42 UTC 2026","passed","Mon Apr 27 20:09:42 UTC 2026","","","",""
"","150","does not show ""<10 Days to Expire"" warning when token expires in more than 10 days","UserTokenManagementDialog - API Expiration Date column","Mon Apr 27 20:07:40 UTC 2026","passed","Mon Apr 27 20:07:40 UTC 2026","","","",""
"Test cases for TestResources_ListADDomainContainedComputers","0","TestResources_ListADDomainContainedComputers","","Mon Apr 27 20:05:28 UTC 2026","passed","Mon Apr 27 20:05:28 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedComputers","TestResources_ListADDomainContainedComputers"
"","31","renders GraphButton with correct text","GraphControls","Mon Apr 27 20:07:24 UTC 2026","passed","Mon Apr 27 20:07:24 UTC 2026","","Searching current results","",""
"Test cases for TestManagementResource_DeleteUser_GetUserError","0","TestManagementResource_DeleteUser_GetUserError","","Mon Apr 27 20:05:47 UTC 2026","passed","Mon Apr 27 20:05:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_GetUserError","TestManagementResource_DeleteUser_GetUserError"
"","232","toggles sort order when clicking sortable header","RulesAccordion","Mon Apr 27 20:09:04 UTC 2026","passed","Mon Apr 27 20:09:05 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_IDMalformed","1101","TestManagementResource_UpdateUser_IDMalformed","","Mon Apr 27 20:05:40 UTC 2026","passed","Mon Apr 27 20:05:41 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_IDMalformed","TestManagementResource_UpdateUser_IDMalformed"
"Test cases for TestChangeCache","0","TestChangeCache","","Mon Apr 27 20:05:29 UTC 2026","passed","Mon Apr 27 20:05:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestChangeCache","TestChangeCache"
"","607","should render a SaveQueryDialog","SaveQueryDialog","Mon Apr 27 20:06:14 UTC 2026","passed","Mon Apr 27 20:06:14 UTC 2026","","","",""
"","260","opens and closes the dialog with the cancel button","Tag Form","Mon Apr 27 20:06:18 UTC 2026","passed","Mon Apr 27 20:06:18 UTC 2026","","","",""
"","5","should include all operations when the tag matches the term","opsFilter","Mon Apr 27 20:10:01 UTC 2026","passed","Mon Apr 27 20:10:01 UTC 2026","","","",""
"","0","The user has yet to type into the search (for OU and Domain searches that have hard coded types)","Getting the text for the disabled item display for a search when there are no results","Mon Apr 27 20:09:24 UTC 2026","passed","Mon Apr 27 20:09:24 UTC 2026","","Empty data states","",""
"Test cases for TestResources_OpenGraphSchemaIngest","1","TestResources_OpenGraphSchemaIngest","","Mon Apr 27 20:05:28 UTC 2026","passed","Mon Apr 27 20:05:28 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_OpenGraphSchemaIngest","TestResources_OpenGraphSchemaIngest"
"","115","should render tag to Label content","TagToZoneLabelDialog","Mon Apr 27 20:09:00 UTC 2026","passed","Mon Apr 27 20:09:01 UTC 2026","","","",""
